sortie,candidate,unit,drone,battery,start_s,takeoff_s,visits,return_s,energy_kwh,soc,charge_s,charge_end_s,mass_kg,volume_m3,boxes,flight_s,operation_s,rounding_s
Q2-011,3321a7c43789e31d,U08,C,BAT-C-03,1561.554,2131.554,"[""S001""]",3253.73,2.7203965759916358,0.6599504280010455,1570.1074059977343,4823.838,70,0.232,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02""]",618.1750458620229,1692.176,0.0009541379771462744
Q2-012,b9e57fd17f1c43bc,U02,A,BAT-A-05,1727.468,2057.468,"[""S001""]",2918.376,1.219518751679032,0.7289958329602151,852.3054171517202,3770.682,14,0.027,"[""S001-WAT-07""]",680.9069627433815,1190.908,0.0010372566184742027
Q2-013,f861b5e243e585af,U04,A,BAT-A-06,1727.468,2057.468,"[""S002""]",3671.244,2.871489106123694,0.36189130975029027,1329.5412973246225,5000.786,14,0.027,"[""S002-WAT-02""]",1433.7752084462204,1943.776,0.0007915537796634453
Q2-014,8b9aaf2f346d3a02,U07,C,BAT-C-04,2173.844,2683.844,"[""S003""]",4676.022,6.324499390874367,0.20943757614070413,2546.218585028474,7222.241,67,0.184,"[""S003-FOD-01"", ""S003-FOD-02"", ""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S003-WAT-04""]",1560.1777110992603,2502.178,0.0002889007396333909
Q2-015,571ff46bcaf6b410,U01,A,BAT-A-04,2755.414,3085.414,"[""S007""]",4422.882,1.872588415047149,0.5838692411006335,1040.9699865691762,5463.852,14,0.027,"[""S007-WAT-02""]",1157.4668858917819,1667.468,0.001114108218189358
Q2-016,dca8d3fb71f72fbd,U03,A,BAT-A-02,2796.858,3126.858,"[""S003""]",4999.596,2.9316889875927306,0.34851355831272657,1346.9323741934554,6346.529,14,0.027,"[""S003-WAT-03""]",1692.7372306302605,2202.738,0.0007693697394870469
Q2-017,070d76db14db5fa4,U02,A,BAT-A-01,3080.871,3410.871,"[""S008""]",5192.018,3.146459854356152,0.3007866990319662,1408.9772912584438,6600.996,14,0.027,"[""S008-WAT-02""]",1601.1454288019854,2111.147,0.0015711980144033078
Q2-018,1a06d20a94e67aa3,U08,C,BAT-C-02,3253.73,3763.73,"[""S011"", ""S005""]",5492.898,4.3923371510359015,0.4509578561205123,2022.9246450722233,7515.823,67,0.184,"[""S005-FOD-01"", ""S005-HYG-01"", ""S005-MED-01"", ""S005-WAT-01"", ""S005-WAT-02"", ""S011-FOD-01"", ""S011-WAT-01""]",1117.1669662295876,2239.168,0.0010337704122775904
Q2-019,2ced2cd7091d6e72,U05,B,BAT-B-01,3433.341,3823.341,"[""S015""]",5261.669,2.3075285057525154,0.42311787356187114,1666.59568582609,6928.265,25,0.067,"[""S015-FOD-01"", ""S015-MED-01"", ""S015-WAT-01""]",1198.3275601736595,1828.328,0.00043982634053918446
Q2-020,cb1fd606c4381f30,U04,A,BAT-A-03,3671.244,4001.244,"[""S008""]",5782.391,3.0410236755457847,0.32421696098982566,1378.5179507132268,7160.909,6,0.035,"[""S008-HYG-01""]",1601.1454288019854,2111.147,0.0015711980144033078
Q2-021,ce31b6da4f123b55,U06,B,BAT-B-02,3771.246,4161.246,"[""S008""]",5733.089,2.9752068745422333,0.25619828136444167,1955.9229789683006,7689.012,25,0.067,"[""S008-FOD-01"", ""S008-MED-01"", ""S008-WAT-01""]",1331.841747175703,1961.843,0.0012528242970120118
Q2-022,4bce62fbb9acea5f,U07,C,BAT-C-01,4708.274,5128.274,"[""S004""]",6877.33,5.705440174682608,0.28681997816467397,2378.5567139765394,9255.887,48,0.116,"[""S004-HYG-01"", ""S004-WAT-01"", ""S004-WAT-02"", ""S004-WAT-03""]",1425.0547187724458,2169.056,0.0012812275542728457
Q2-023,849275df1fe2a1fc,U05,B,BAT-B-03,5292.801,5682.801,"[""S009""]",6851.265,2.0962654017373348,0.4759336495656663,1575.048340752845,8426.314,25,0.067,"[""S009-FOD-01"", ""S009-MED-01"", ""S009-WAT-01""]",928.4628643343575,1558.464,0.0011356656424936773
Q2-024,2fe32b3e092aefd6,U08,C,BAT-C-03,5492.898,5942.898,"[""S001""]",6921.074,2.7203965759916358,0.6599504280010455,1570.1074059977343,8491.182,70,0.135,"[""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-08""]",618.1750458620229,1428.176,0.0009541379771462744
Q2-025,6fd3a0748e93bbff,U06,B,BAT-B-04,5733.089,6063.089,"[""S011""]",6801.515,0.8714384102647579,0.7821403974338106,1044.2899777813948,7845.805,3,0.012,"[""S011-MED-01""]",558.4247628605204,1068.426,0.001237139479542293
