service_id,model,reserve_percent,safe_payload_kg,limiting_factor
S001,B,50,30,rated_payload
S001,B,51,30,rated_payload
S001,B,52,30,rated_payload
S001,B,53,30,rated_payload
S001,B,54,30,rated_payload
S001,B,55,30,rated_payload
S001,B,56,30,rated_payload
S001,B,57,30,rated_payload
S001,B,58,30,rated_payload
S001,B,59,30,rated_payload
S001,B,60,30,rated_payload
S001,C,0,80,rated_payload
S001,C,1,80,rated_payload
S001,C,2,80,rated_payload
S001,C,3,80,rated_payload
S001,C,4,80,rated_payload
S001,C,5,80,rated_payload
S001,C,6,80,rated_payload
S001,C,7,80,rated_payload
S001,C,8,80,rated_payload
S001,C,9,80,rated_payload
S001,C,10,80,rated_payload
S001,C,11,80,rated_payload
S001,C,12,80,rated_payload
S001,C,13,80,rated_payload
S001,C,14,80,rated_payload
S001,C,15,80,rated_payload
S001,C,16,80,rated_payload
S001,C,17,80,rated_payload
S001,C,18,80,rated_payload
S001,C,19,80,rated_payload
S001,C,20,80,rated_payload
S001,C,21,80,rated_payload
S001,C,22,80,rated_payload
S001,C,23,80,rated_payload
S001,C,24,80,rated_payload
S001,C,25,80,rated_payload
S001,C,26,80,rated_payload
S001,C,27,80,rated_payload
S001,C,28,80,rated_payload
S001,C,29,80,rated_payload
S001,C,30,80,rated_payload
S001,C,31,80,rated_payload
S001,C,32,80,rated_payload
S001,C,33,80,rated_payload
S001,C,34,80,rated_payload
S001,C,35,80,rated_payload
S001,C,36,80,rated_payload
S001,C,37,80,rated_payload
S001,C,38,80,rated_payload
S001,C,39,80,rated_payload
S001,C,40,80,rated_payload
S001,C,41,80,rated_payload
S001,C,42,80,rated_payload
S001,C,43,80,rated_payload
S001,C,44,80,rated_payload
S001,C,45,80,rated_payload
S001,C,46,80,rated_payload
S001,C,47,80,rated_payload
S001,C,48,80,rated_payload
S001,C,49,80,rated_payload
S001,C,50,80,rated_payload
S001,C,51,80,rated_payload
S001,C,52,80,rated_payload
S001,C,53,80,rated_payload
S001,C,54,80,rated_payload
S001,C,55,80,rated_payload
S001,C,56,80,rated_payload
S001,C,57,80,rated_payload
S001,C,58,80,rated_payload
S001,C,59,80,rated_payload
S001,C,60,80,rated_payload
S002,A,0,25,rated_payload
S002,A,1,25,rated_payload
S002,A,2,25,rated_payload
S002,A,3,25,rated_payload
S002,A,4,25,rated_payload
S002,A,5,25,rated_payload
S002,A,6,25,rated_payload
S002,A,7,25,rated_payload
S002,A,8,25,rated_payload
S002,A,9,25,rated_payload
S002,A,10,25,rated_payload
S002,A,11,25,rated_payload
S002,A,12,25,rated_payload
S002,A,13,25,rated_payload
S002,A,14,25,rated_payload
S002,A,15,25,rated_payload
S002,A,16,25,rated_payload
S002,A,17,25,rated_payload
S002,A,18,25,rated_payload
S002,A,19,25,rated_payload
S002,A,20,25,rated_payload
S002,A,21,25,rated_payload
S002,A,22,25,rated_payload
S002,A,23,25,rated_payload
S002,A,24,25,rated_payload
S002,A,25,25,rated_payload
S002,A,26,25,rated_payload
S002,A,27,25,rated_payload
S002,A,28,25,rated_payload
S002,A,29,25,rated_payload
S002,A,30,25,rated_payload
S002,A,31,25,rated_payload
S002,A,32,23.777248710393906,energy_reserve
S002,A,33,21.830637753009796,energy_reserve
S002,A,34,19.682303816080093,energy_reserve
S002,A,35,17.283795028924942,energy_reserve
S002,A,36,14.560655504465103,energy_reserve
S002,A,37,11.38334795832634,energy_reserve
S002,A,38,7.467970997095108,energy_reserve
S002,A,39,1.541176438331604,energy_reserve
S002,A,40,null,empty_roundtrip_infeasible
S002,A,41,null,empty_roundtrip_infeasible
S002,A,42,null,empty_roundtrip_infeasible
S002,A,43,null,empty_roundtrip_infeasible
S002,A,44,null,empty_roundtrip_infeasible
S002,A,45,null,empty_roundtrip_infeasible
S002,A,46,null,empty_roundtrip_infeasible
S002,A,47,null,empty_roundtrip_infeasible
S002,A,48,null,empty_roundtrip_infeasible
S002,A,49,null,empty_roundtrip_infeasible
S002,A,50,null,empty_roundtrip_infeasible
S002,A,51,null,empty_roundtrip_infeasible
S002,A,52,null,empty_roundtrip_infeasible
S002,A,53,null,empty_roundtrip_infeasible
S002,A,54,null,empty_roundtrip_infeasible
S002,A,55,null,empty_roundtrip_infeasible
S002,A,56,null,empty_roundtrip_infeasible
S002,A,57,null,empty_roundtrip_infeasible
S002,A,58,null,empty_roundtrip_infeasible
S002,A,59,null,empty_roundtrip_infeasible
S002,A,60,null,empty_roundtrip_infeasible
S002,B,0,30,rated_payload
S002,B,1,30,rated_payload
S002,B,2,30,rated_payload
S002,B,3,30,rated_payload
S002,B,4,30,rated_payload
S002,B,5,30,rated_payload
S002,B,6,30,rated_payload
S002,B,7,30,rated_payload
S002,B,8,30,rated_payload
S002,B,9,30,rated_payload
S002,B,10,30,rated_payload
S002,B,11,30,rated_payload
S002,B,12,30,rated_payload
S002,B,13,30,rated_payload
S002,B,14,30,rated_payload
S002,B,15,30,rated_payload
S002,B,16,30,rated_payload
S002,B,17,30,rated_payload
S002,B,18,30,rated_payload
S002,B,19,30,rated_payload
S002,B,20,30,rated_payload
S002,B,21,30,rated_payload
S002,B,22,30,rated_payload
S002,B,23,30,rated_payload
S002,B,24,30,rated_payload
S002,B,25,30,rated_payload
S002,B,26,29.432491958141327,energy_reserve
S002,B,27,28.81620168685913,energy_reserve
S002,B,28,28.16507488489151,energy_reserve
S002,B,29,27.475878596305847,energy_reserve
S002,B,30,26.74493283033371,energy_reserve
S002,B,31,25.968019366264343,energy_reserve
S002,B,32,25.140268206596375,energy_reserve
S002,B,33,24.256010055541992,energy_reserve
S002,B,34,23.308577835559845,energy_reserve
S002,B,35,22.290045619010925,energy_reserve
S002,B,36,21.1908558011055,energy_reserve
S002,B,37,19.9992898106575,energy_reserve
S002,B,38,18.700679540634155,energy_reserve
S002,B,39,17.276169061660767,energy_reserve
S002,B,40,15.70065826177597,energy_reserve
S002,B,41,13.939105868339539,energy_reserve
S002,B,42,11.939111351966858,energy_reserve
S002,B,43,9.613504707813263,energy_reserve
S002,B,44,6.787211000919342,energy_reserve
S002,B,45,2.9051560163497925,energy_reserve
S002,B,46,null,empty_roundtrip_infeasible
S002,B,47,null,empty_roundtrip_infeasible
S002,B,48,null,empty_roundtrip_infeasible
S002,B,49,null,empty_roundtrip_infeasible
S002,B,50,null,empty_roundtrip_infeasible
S002,B,51,null,empty_roundtrip_infeasible
S002,B,52,null,empty_roundtrip_infeasible
S002,B,53,null,empty_roundtrip_infeasible
S002,B,54,null,empty_roundtrip_infeasible
S002,B,55,null,empty_roundtrip_infeasible
S002,B,56,null,empty_roundtrip_infeasible
S002,B,57,null,empty_roundtrip_infeasible
S002,B,58,null,empty_roundtrip_infeasible
S002,B,59,null,empty_roundtrip_infeasible
S002,B,60,null,empty_roundtrip_infeasible
S002,C,0,80,rated_payload
S002,C,1,80,rated_payload
S002,C,2,80,rated_payload
S002,C,3,80,rated_payload
S002,C,4,80,rated_payload
S002,C,5,80,rated_payload
S002,C,6,80,rated_payload
S002,C,7,80,rated_payload
S002,C,8,80,rated_payload
S002,C,9,79.36546266078949,energy_reserve
S002,C,10,78.59221816062927,energy_reserve
S002,C,11,77.78909742832184,energy_reserve
S002,C,12,76.9542920589447,energy_reserve
S002,C,13,76.0858404636383,energy_reserve
S002,C,14,75.18160879611969,energy_reserve
S002,C,15,74.23927307128906,energy_reserve
S002,C,16,73.25629532337189,energy_reserve
S002,C,17,72.22989678382874,energy_reserve
S002,C,18,71.15702748298645,energy_reserve
S002,C,19,70.03433167934418,energy_reserve
S002,C,20,68.85810375213623,energy_reserve
S002,C,21,67.62423932552338,energy_reserve
S002,C,22,66.3281774520874,energy_reserve
S002,C,23,64.9648267030716,energy_reserve
S002,C,24,63.528483510017395,energy_reserve
S002,C,25,62.012723088264465,energy_reserve
S002,C,26,60.410276055336,energy_reserve
S002,C,27,58.71286153793335,energy_reserve
S002,C,28,56.910990476608276,energy_reserve
S002,C,29,54.9936980009079,energy_reserve
S002,C,30,52.94820785522461,energy_reserve
S002,C,31,50.759475231170654,energy_reserve
S002,C,32,48.40956449508667,energy_reserve
S002,C,33,45.87678074836731,energy_reserve
S002,C,34,43.13439607620239,energy_reserve
S002,C,35,40.14873266220093,energy_reserve
S002,C,36,36.876099705696106,energy_reserve
S002,C,37,33.25757920742035,energy_reserve
S002,C,38,29.209353923797607,energy_reserve
S002,C,39,24.602460265159607,energy_reserve
S002,C,40,19.212015867233276,energy_reserve
S002,C,41,12.542270421981812,energy_reserve
S002,C,42,2.2750115394592285,energy_reserve
S002,C,43,null,empty_roundtrip_infeasible
S002,C,44,null,empty_roundtrip_infeasible
S002,C,45,null,empty_roundtrip_infeasible
S002,C,46,null,empty_roundtrip_infeasible
S002,C,47,null,empty_roundtrip_infeasible
S002,C,48,null,empty_roundtrip_infeasible
S002,C,49,null,empty_roundtrip_infeasible
S002,C,50,null,empty_roundtrip_infeasible
S002,C,51,null,empty_roundtrip_infeasible
S002,C,52,null,empty_roundtrip_infeasible
S002,C,53,null,empty_roundtrip_infeasible
S002,C,54,null,empty_roundtrip_infeasible
S002,C,55,null,empty_roundtrip_infeasible
S002,C,56,null,empty_roundtrip_infeasible
S002,C,57,null,empty_roundtrip_infeasible
S002,C,58,null,empty_roundtrip_infeasible
S002,C,59,null,empty_roundtrip_infeasible
S002,C,60,null,empty_roundtrip_infeasible
S003,A,0,25,rated_payload
S003,A,1,25,rated_payload
S003,A,2,25,rated_payload
S003,A,3,25,rated_payload
S003,A,4,25,rated_payload
S003,A,5,25,rated_payload
S003,A,6,25,rated_payload
S003,A,7,25,rated_payload
S003,A,8,25,rated_payload
S003,A,9,25,rated_payload
S003,A,10,25,rated_payload
S003,A,11,25,rated_payload
S003,A,12,25,rated_payload
S003,A,13,25,rated_payload
S003,A,14,25,rated_payload
S003,A,15,25,rated_payload
S003,A,16,25,rated_payload
S003,A,17,25,rated_payload
S003,A,18,25,rated_payload
S003,A,19,25,rated_payload
S003,A,20,25,rated_payload
S003,A,21,25,rated_payload
S003,A,22,25,rated_payload
S003,A,23,25,rated_payload
S003,A,24,25,rated_payload
S003,A,25,25,rated_payload
S003,A,26,25,rated_payload
S003,A,27,25,rated_payload
S003,A,28,25,rated_payload
S003,A,29,25,rated_payload
S003,A,30,24.730003625154495,energy_reserve
S003,A,31,22.913051396608353,energy_reserve
S003,A,32,20.929209887981415,energy_reserve
S003,A,33,18.745579570531845,energy_reserve
S003,A,34,16.315528005361557,energy_reserve
S003,A,35,13.567428290843964,energy_reserve
S003,A,36,10.376159101724625,energy_reserve
S003,A,37,6.4629025757312775,energy_reserve
S003,A,38,0.3228805959224701,energy_reserve
S003,A,39,null,empty_roundtrip_infeasible
S003,A,40,null,empty_roundtrip_infeasible
S003,A,41,null,empty_roundtrip_infeasible
S003,A,42,null,empty_roundtrip_infeasible
S003,A,43,null,empty_roundtrip_infeasible
S003,A,44,null,empty_roundtrip_infeasible
S003,A,45,null,empty_roundtrip_infeasible
S003,A,46,null,empty_roundtrip_infeasible
S003,A,47,null,empty_roundtrip_infeasible
S003,A,48,null,empty_roundtrip_infeasible
S003,A,49,null,empty_roundtrip_infeasible
S003,A,50,null,empty_roundtrip_infeasible
S003,A,51,null,empty_roundtrip_infeasible
S003,A,52,null,empty_roundtrip_infeasible
S003,A,53,null,empty_roundtrip_infeasible
S003,A,54,null,empty_roundtrip_infeasible
S003,A,55,null,empty_roundtrip_infeasible
S003,A,56,null,empty_roundtrip_infeasible
S003,A,57,null,empty_roundtrip_infeasible
S003,A,58,null,empty_roundtrip_infeasible
S003,A,59,null,empty_roundtrip_infeasible
S003,A,60,null,empty_roundtrip_infeasible
S003,B,0,30,rated_payload
S003,B,1,30,rated_payload
S003,B,2,30,rated_payload
S003,B,3,30,rated_payload
S003,B,4,30,rated_payload
S003,B,5,30,rated_payload
S003,B,6,30,rated_payload
S003,B,7,30,rated_payload
S003,B,8,30,rated_payload
S003,B,9,30,rated_payload
S003,B,10,30,rated_payload
S003,B,11,30,rated_payload
S003,B,12,30,rated_payload
S003,B,13,30,rated_payload
S003,B,14,30,rated_payload
S003,B,15,30,rated_payload
S003,B,16,30,rated_payload
S003,B,17,30,rated_payload
S003,B,18,30,rated_payload
S003,B,19,30,rated_payload
S003,B,20,30,rated_payload
S003,B,21,30,rated_payload
S003,B,22,30,rated_payload
S003,B,23,30,rated_payload
S003,B,24,29.6417498588562,energy_reserve
S003,B,25,29.03374582529068,energy_reserve
S003,B,26,28.392122089862823,energy_reserve
S003,B,27,27.71388351917267,energy_reserve
S003,B,28,26.99563980102539,energy_reserve
S003,B,29,26.233538389205933,energy_reserve
S003,B,30,25.42316436767578,energy_reserve
S003,B,31,24.559429585933685,energy_reserve
S003,B,32,23.63641709089279,energy_reserve
S003,B,33,22.647177278995514,energy_reserve
S003,B,34,21.58345341682434,energy_reserve
S003,B,35,20.435295403003693,energy_reserve
S003,B,36,19.190501868724823,energy_reserve
S003,B,37,17.833783328533173,energy_reserve
S003,B,38,16.34542465209961,energy_reserve
S003,B,39,14.699030220508575,energy_reserve
S003,B,40,12.85735309123993,energy_reserve
S003,B,41,10.763593018054962,energy_reserve
S003,B,42,8.31967145204544,energy_reserve
S003,B,43,5.3116536140441895,energy_reserve
S003,B,44,0.7415467500686646,energy_reserve
S003,B,45,null,empty_roundtrip_infeasible
S003,B,46,null,empty_roundtrip_infeasible
S003,B,47,null,empty_roundtrip_infeasible
S003,B,48,null,empty_roundtrip_infeasible
S003,B,49,null,empty_roundtrip_infeasible
S003,B,50,null,empty_roundtrip_infeasible
S003,B,51,null,empty_roundtrip_infeasible
S003,B,52,null,empty_roundtrip_infeasible
S003,B,53,null,empty_roundtrip_infeasible
S003,B,54,null,empty_roundtrip_infeasible
S003,B,55,null,empty_roundtrip_infeasible
S003,B,56,null,empty_roundtrip_infeasible
S003,B,57,null,empty_roundtrip_infeasible
S003,B,58,null,empty_roundtrip_infeasible
S003,B,59,null,empty_roundtrip_infeasible
S003,B,60,null,empty_roundtrip_infeasible
S003,C,0,80,rated_payload
S003,C,1,80,rated_payload
S003,C,2,80,rated_payload
S003,C,3,80,rated_payload
S003,C,4,80,rated_payload
S003,C,5,80,rated_payload
S003,C,6,80,rated_payload
S003,C,7,80,rated_payload
S003,C,8,79.78668987751007,energy_reserve
S003,C,9,79.02108252048492,energy_reserve
S003,C,10,78.22619259357452,energy_reserve
S003,C,11,77.40028381347656,energy_reserve
S003,C,12,76.54147803783417,energy_reserve
S003,C,13,75.64773738384247,energy_reserve
S003,C,14,74.7168505191803,energy_reserve
S003,C,15,73.74640643596649,energy_reserve
S003,C,16,72.7337771654129,energy_reserve
S003,C,17,71.67608857154846,energy_reserve
S003,C,18,70.570188164711,energy_reserve
S003,C,19,69.41261231899261,energy_reserve
S003,C,20,68.1995415687561,energy_reserve
S003,C,21,66.92675173282623,energy_reserve
S003,C,22,65.58955609798431,energy_reserve
S003,C,23,64.18273389339447,energy_reserve
S003,C,24,62.7004474401474,energy_reserve
S003,C,25,61.136136054992676,energy_reserve
S003,C,26,59.48239326477051,energy_reserve
S003,C,27,57.73080587387085,energy_reserve
S003,C,28,55.871758460998535,energy_reserve
S003,C,29,53.894177079200745,energy_reserve
S003,C,30,51.78519666194916,energy_reserve
S003,C,31,49.529722929000854,energy_reserve
S003,C,32,47.10982322692871,energy_reserve
S003,C,33,44.503886103630066,energy_reserve
S003,C,34,41.6853803396225,energy_reserve
S003,C,35,38.62098932266235,energy_reserve
S003,C,36,35.26760399341583,energy_reserve
S003,C,37,31.56718671321869,energy_reserve
S003,C,38,27.43712842464447,energy_reserve
S003,C,39,22.749757766723633,energy_reserve
S003,C,40,17.27960705757141,energy_reserve
S003,C,41,10.511642098426819,energy_reserve
S003,C,42,null,empty_roundtrip_infeasible
S003,C,43,null,empty_roundtrip_infeasible
S003,C,44,null,empty_roundtrip_infeasible
S003,C,45,null,empty_roundtrip_infeasible
S003,C,46,null,empty_roundtrip_infeasible
S003,C,47,null,empty_roundtrip_infeasible
S003,C,48,null,empty_roundtrip_infeasible
S003,C,49,null,empty_roundtrip_infeasible
S003,C,50,null,empty_roundtrip_infeasible
S003,C,51,null,empty_roundtrip_infeasible
S003,C,52,null,empty_roundtrip_infeasible
S003,C,53,null,empty_roundtrip_infeasible
S003,C,54,null,empty_roundtrip_infeasible
S003,C,55,null,empty_roundtrip_infeasible
S003,C,56,null,empty_roundtrip_infeasible
S003,C,57,null,empty_roundtrip_infeasible
S003,C,58,null,empty_roundtrip_infeasible
S003,C,59,null,empty_roundtrip_infeasible
S003,C,60,null,empty_roundtrip_infeasible
S004,A,0,25,rated_payload
S004,A,1,25,rated_payload
S004,A,2,25,rated_payload
S004,A,3,25,rated_payload
S004,A,4,25,rated_payload
S004,A,5,25,rated_payload
S004,A,6,25,rated_payload
S004,A,7,25,rated_payload
S004,A,8,25,rated_payload
S004,A,9,25,rated_payload
S004,A,10,25,rated_payload
S004,A,11,25,rated_payload
S004,A,12,25,rated_payload
S004,A,13,25,rated_payload
S004,A,14,25,rated_payload
S004,A,15,25,rated_payload
S004,A,16,25,rated_payload
S004,A,17,25,rated_payload
S004,A,18,25,rated_payload
S004,A,19,25,rated_payload
S004,A,20,25,rated_payload
S004,A,21,25,rated_payload
S004,A,22,25,rated_payload
S004,A,23,25,rated_payload
S004,A,24,25,rated_payload
S004,A,25,25,rated_payload
S004,A,26,25,rated_payload
S004,A,27,25,rated_payload
S004,A,28,23.989522457122803,energy_reserve
S004,A,29,22.167056053876877,energy_reserve
S004,A,30,20.1714925467968,energy_reserve
S004,A,31,17.965923994779587,energy_reserve
S004,A,32,15.496419370174408,energy_reserve
S004,A,33,12.676433473825455,energy_reserve
S004,A,34,9.343473613262177,energy_reserve
S004,A,35,5.073702335357666,energy_reserve
S004,A,36,null,empty_roundtrip_infeasible
S004,A,37,null,empty_roundtrip_infeasible
S004,A,38,null,empty_roundtrip_infeasible
S004,A,39,null,empty_roundtrip_infeasible
S004,A,40,null,empty_roundtrip_infeasible
S004,A,41,null,empty_roundtrip_infeasible
S004,A,42,null,empty_roundtrip_infeasible
S004,A,43,null,empty_roundtrip_infeasible
S004,A,44,null,empty_roundtrip_infeasible
S004,A,45,null,empty_roundtrip_infeasible
S004,A,46,null,empty_roundtrip_infeasible
S004,A,47,null,empty_roundtrip_infeasible
S004,A,48,null,empty_roundtrip_infeasible
S004,A,49,null,empty_roundtrip_infeasible
S004,A,50,null,empty_roundtrip_infeasible
S004,A,51,null,empty_roundtrip_infeasible
S004,A,52,null,empty_roundtrip_infeasible
S004,A,53,null,empty_roundtrip_infeasible
S004,A,54,null,empty_roundtrip_infeasible
S004,A,55,null,empty_roundtrip_infeasible
S004,A,56,null,empty_roundtrip_infeasible
S004,A,57,null,empty_roundtrip_infeasible
S004,A,58,null,empty_roundtrip_infeasible
S004,A,59,null,empty_roundtrip_infeasible
S004,A,60,null,empty_roundtrip_infeasible
S004,B,0,30,rated_payload
S004,B,1,30,rated_payload
S004,B,2,30,rated_payload
S004,B,3,30,rated_payload
S004,B,4,30,rated_payload
S004,B,5,30,rated_payload
S004,B,6,30,rated_payload
S004,B,7,30,rated_payload
S004,B,8,30,rated_payload
S004,B,9,30,rated_payload
S004,B,10,30,rated_payload
S004,B,11,30,rated_payload
S004,B,12,30,rated_payload
S004,B,13,30,rated_payload
S004,B,14,30,rated_payload
S004,B,15,30,rated_payload
S004,B,16,30,rated_payload
S004,B,17,30,rated_payload
S004,B,18,30,rated_payload
S004,B,19,30,rated_payload
S004,B,20,30,rated_payload
S004,B,21,29.865599870681763,energy_reserve
S004,B,22,29.29955095052719,energy_reserve
S004,B,23,28.703835010528564,energy_reserve
S004,B,24,28.075931668281555,energy_reserve
S004,B,25,27.413001358509064,energy_reserve
S004,B,26,26.71183079481125,energy_reserve
S004,B,27,25.968765914440155,energy_reserve
S004,B,28,25.179620683193207,energy_reserve
S004,B,29,24.339565336704254,energy_reserve
S004,B,30,23.44297617673874,energy_reserve
S004,B,31,22.48324602842331,energy_reserve
S004,B,32,21.45251154899597,energy_reserve
S004,B,33,20.341283977031708,energy_reserve
S004,B,34,19.137913584709167,energy_reserve
S004,B,35,17.82777339220047,energy_reserve
S004,B,36,16.39198064804077,energy_reserve
S004,B,37,14.805234968662262,energy_reserve
S004,B,38,13.03184062242508,energy_reserve
S004,B,39,11.017526686191559,energy_reserve
S004,B,40,8.66939127445221,energy_reserve
S004,B,41,5.78976184129715,energy_reserve
S004,B,42,1.5992921590805054,energy_reserve
S004,B,43,null,empty_roundtrip_infeasible
S004,B,44,null,empty_roundtrip_infeasible
S004,B,45,null,empty_roundtrip_infeasible
S004,B,46,null,empty_roundtrip_infeasible
S004,B,47,null,empty_roundtrip_infeasible
S004,B,48,null,empty_roundtrip_infeasible
S004,B,49,null,empty_roundtrip_infeasible
S004,B,50,null,empty_roundtrip_infeasible
S004,B,51,null,empty_roundtrip_infeasible
S004,B,52,null,empty_roundtrip_infeasible
S004,B,53,null,empty_roundtrip_infeasible
S004,B,54,null,empty_roundtrip_infeasible
S004,B,55,null,empty_roundtrip_infeasible
S004,B,56,null,empty_roundtrip_infeasible
S004,B,57,null,empty_roundtrip_infeasible
S004,B,58,null,empty_roundtrip_infeasible
S004,B,59,null,empty_roundtrip_infeasible
S004,B,60,null,empty_roundtrip_infeasible
S004,C,0,80,rated_payload
S004,C,1,80,rated_payload
S004,C,2,80,rated_payload
S004,C,3,80,rated_payload
S004,C,4,79.68715131282806,energy_reserve
S004,C,5,78.95869493484497,energy_reserve
S004,C,6,78.20363402366638,energy_reserve
S004,C,7,77.42045402526855,energy_reserve
S004,C,8,76.60751938819885,energy_reserve
S004,C,9,75.76306164264679,energy_reserve
S004,C,10,74.88516449928284,energy_reserve
S004,C,11,73.97174715995789,energy_reserve
S004,C,12,73.02054762840271,energy_reserve
S004,C,13,72.02909827232361,energy_reserve
S004,C,14,70.99470257759094,energy_reserve
S004,C,15,69.91440713405609,energy_reserve
S004,C,16,68.78496646881104,energy_reserve
S004,C,17,67.60280549526215,energy_reserve
S004,C,18,66.36397063732147,energy_reserve
S004,C,19,65.06407976150513,energy_reserve
S004,C,20,63.69825065135956,energy_reserve
S004,C,21,62.261027097702026,energy_reserve
S004,C,22,60.74627935886383,energy_reserve
S004,C,23,59.14708733558655,energy_reserve
S004,C,24,57.45559275150299,energy_reserve
S004,C,25,55.66281259059906,energy_reserve
S004,C,26,53.75840246677399,energy_reserve
S004,C,27,51.730345487594604,energy_reserve
S004,C,28,49.5645397901535,energy_reserve
S004,C,29,47.24423706531525,energy_reserve
S004,C,30,44.749258160591125,energy_reserve
S004,C,31,42.054851055145264,energy_reserve
S004,C,32,39.129979610443115,energy_reserve
S004,C,33,35.934603810310364,energy_reserve
S004,C,34,32.41508662700653,energy_reserve
S004,C,35,28.49576473236084,energy_reserve
S004,C,36,24.06157612800598,energy_reserve
S004,C,37,18.915554881095886,energy_reserve
S004,C,38,12.639320492744446,energy_reserve
S004,C,39,3.6104965209960938,energy_reserve
S004,C,40,null,empty_roundtrip_infeasible
S004,C,41,null,empty_roundtrip_infeasible
S004,C,42,null,empty_roundtrip_infeasible
S004,C,43,null,empty_roundtrip_infeasible
S004,C,44,null,empty_roundtrip_infeasible
S004,C,45,null,empty_roundtrip_infeasible
S004,C,46,null,empty_roundtrip_infeasible
S004,C,47,null,empty_roundtrip_infeasible
S004,C,48,null,empty_roundtrip_infeasible
S004,C,49,null,empty_roundtrip_infeasible
S004,C,50,null,empty_roundtrip_infeasible
S004,C,51,null,empty_roundtrip_infeasible
S004,C,52,null,empty_roundtrip_infeasible
S004,C,53,null,empty_roundtrip_infeasible
S004,C,54,null,empty_roundtrip_infeasible
S004,C,55,null,empty_roundtrip_infeasible
S004,C,56,null,empty_roundtrip_infeasible
S004,C,57,null,empty_roundtrip_infeasible
S004,C,58,null,empty_roundtrip_infeasible
S004,C,59,null,empty_roundtrip_infeasible
S004,C,60,null,empty_roundtrip_infeasible
S005,A,0,25,rated_payload
S005,A,1,25,rated_payload
S005,A,2,25,rated_payload
S005,A,3,25,rated_payload
S005,A,4,25,rated_payload
S005,A,5,25,rated_payload
S005,A,6,25,rated_payload
S005,A,7,25,rated_payload
S005,A,8,25,rated_payload
S005,A,9,25,rated_payload
S005,A,10,25,rated_payload
S005,A,11,25,rated_payload
S005,A,12,25,rated_payload
S005,A,13,25,rated_payload
