question,sortie,unit,drone,segment,vertex,phase,east_km,north_km,altitude_m
Q1,Q1-S010-01,,B,2,3,终点作业,0.0,0.0,127.7
Q1,Q1-S011-01,,B,1,0,起点作业,0.0,0.0,127.7
Q1,Q1-S011-01,,B,1,1,爬升结束,0.0,0.0,295.36175537109375
Q1,Q1-S011-01,,B,1,2,巡航结束,-1.0780696447321874,2.5929187153304754,295.36175537109375
Q1,Q1-S011-01,,B,1,3,终点作业,-1.0780696447321874,2.5929187153304754,212.1
Q1,Q1-S011-01,,B,2,0,起点作业,-1.0780696447321874,2.5929187153304754,212.1
Q1,Q1-S011-01,,B,2,1,爬升结束,-1.0780696447321874,2.5929187153304754,295.36175537109375
Q1,Q1-S011-01,,B,2,2,巡航结束,0.0,0.0,295.36175537109375
Q1,Q1-S011-01,,B,2,3,终点作业,0.0,0.0,127.7
Q1,Q1-S012-01,,B,1,0,起点作业,0.0,0.0,127.7
Q1,Q1-S012-01,,B,1,1,爬升结束,0.0,0.0,413.3009948730469
Q1,Q1-S012-01,,B,1,2,巡航结束,5.3599521975977344,5.0891910301555,413.3009948730469
Q1,Q1-S012-01,,B,1,3,终点作业,5.3599521975977344,5.0891910301555,279.8
Q1,Q1-S012-01,,B,2,0,起点作业,5.3599521975977344,5.0891910301555,279.8
Q1,Q1-S012-01,,B,2,1,爬升结束,5.3599521975977344,5.0891910301555,413.3009948730469
Q1,Q1-S012-01,,B,2,2,巡航结束,0.0,0.0,413.3009948730469
Q1,Q1-S012-01,,B,2,3,终点作业,0.0,0.0,127.7
Q1,Q1-S013-01,,B,1,0,起点作业,0.0,0.0,127.7
Q1,Q1-S013-01,,B,1,1,爬升结束,0.0,0.0,399.18182373046875
Q1,Q1-S013-01,,B,1,2,巡航结束,4.155203398046757,2.500458442863541,399.18182373046875
Q1,Q1-S013-01,,B,1,3,终点作业,4.155203398046757,2.500458442863541,351.7
Q1,Q1-S013-01,,B,2,0,起点作业,4.155203398046757,2.500458442863541,351.7
Q1,Q1-S013-01,,B,2,1,爬升结束,4.155203398046757,2.500458442863541,399.18182373046875
Q1,Q1-S013-01,,B,2,2,巡航结束,0.0,0.0,399.18182373046875
Q1,Q1-S013-01,,B,2,3,终点作业,0.0,0.0,127.7
Q1,Q1-S014-01,,B,1,0,起点作业,0.0,0.0,127.7
Q1,Q1-S014-01,,B,1,1,爬升结束,0.0,0.0,591.9473876953125
Q1,Q1-S014-01,,B,1,2,巡航结束,5.407201871835279,-0.3654334735725998,591.9473876953125
Q1,Q1-S014-01,,B,1,3,终点作业,5.407201871835279,-0.3654334735725998,351.0
Q1,Q1-S014-01,,B,2,0,起点作业,5.407201871835279,-0.3654334735725998,351.0
Q1,Q1-S014-01,,B,2,1,爬升结束,5.407201871835279,-0.3654334735725998,591.9473876953125
Q1,Q1-S014-01,,B,2,2,巡航结束,0.0,0.0,591.9473876953125
Q1,Q1-S014-01,,B,2,3,终点作业,0.0,0.0,127.7
Q1,Q1-S015-01,,B,1,0,起点作业,0.0,0.0,127.7
Q1,Q1-S015-01,,B,1,1,爬升结束,0.0,0.0,571.7992553710938
Q1,Q1-S015-01,,B,1,2,巡航结束,-3.9441124797915337,4.534451544180149,571.7992553710938
Q1,Q1-S015-01,,B,1,3,终点作业,-3.9441124797915337,4.534451544180149,474.5
Q1,Q1-S015-01,,B,2,0,起点作业,-3.9441124797915337,4.534451544180149,474.5
Q1,Q1-S015-01,,B,2,1,爬升结束,-3.9441124797915337,4.534451544180149,571.7992553710938
Q1,Q1-S015-01,,B,2,2,巡航结束,0.0,0.0,571.7992553710938
Q1,Q1-S015-01,,B,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-001,U01,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-001,U01,A,1,1,爬升结束,0.0,0.0,366.09783935546875
Q2,Q2-001,U01,A,1,2,巡航结束,-3.1849806990700626,-0.08809695382351547,366.09783935546875
Q2,Q2-001,U01,A,1,3,终点作业,-3.1849806990700626,-0.08809695382351547,314.8
Q2,Q2-001,U01,A,2,0,起点作业,-3.1849806990700626,-0.08809695382351547,314.8
Q2,Q2-001,U01,A,2,1,爬升结束,-3.1849806990700626,-0.08809695382351547,366.09783935546875
Q2,Q2-001,U01,A,2,2,巡航结束,0.0,0.0,366.09783935546875
Q2,Q2-001,U01,A,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-002,U07,C,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-002,U07,C,1,1,爬升结束,0.0,0.0,308.9542541503906
Q2,Q2-002,U07,C,1,2,巡航结束,2.839716698490673,6.845936207025278,308.9542541503906
Q2,Q2-002,U07,C,1,3,终点作业,2.839716698490673,6.845936207025278,219.5
Q2,Q2-002,U07,C,2,0,起点作业,2.839716698490673,6.845936207025278,219.5
Q2,Q2-002,U07,C,2,1,爬升结束,2.839716698490673,6.845936207025278,308.9542541503906
Q2,Q2-002,U07,C,2,2,巡航结束,0.0,0.0,308.9542541503906
Q2,Q2-002,U07,C,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-003,U02,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-003,U02,A,1,1,爬升结束,0.0,0.0,399.18182373046875
Q2,Q2-003,U02,A,1,2,巡航结束,4.155203398046757,2.500458442863541,399.18182373046875
Q2,Q2-003,U02,A,1,3,终点作业,4.155203398046757,2.500458442863541,351.7
Q2,Q2-003,U02,A,2,0,起点作业,4.155203398046757,2.500458442863541,351.7
Q2,Q2-003,U02,A,2,1,爬升结束,4.155203398046757,2.500458442863541,399.18182373046875
Q2,Q2-003,U02,A,2,2,巡航结束,0.0,0.0,399.18182373046875
Q2,Q2-003,U02,A,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-004,U03,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-004,U03,A,1,1,爬升结束,0.0,0.0,273.0566101074219
Q2,Q2-004,U03,A,1,2,巡航结束,1.269169921901062,2.777817111438484,273.0566101074219
Q2,Q2-004,U03,A,1,3,终点作业,1.269169921901062,2.777817111438484,184.0
Q2,Q2-004,U03,A,2,0,起点作业,1.269169921901062,2.777817111438484,184.0
Q2,Q2-004,U03,A,2,1,爬升结束,1.269169921901062,2.777817111438484,273.0566101074219
Q2,Q2-004,U03,A,2,2,巡航结束,0.0,0.0,273.0566101074219
Q2,Q2-004,U03,A,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-005,U05,B,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-005,U05,B,1,1,爬升结束,0.0,0.0,326.410888671875
Q2,Q2-005,U05,B,1,2,巡航结束,-0.26155959828932435,5.274111575089368,326.410888671875
Q2,Q2-005,U05,B,1,3,终点作业,-0.26155959828932435,5.274111575089368,195.0
Q2,Q2-005,U05,B,2,0,起点作业,-0.26155959828932435,5.274111575089368,195.0
Q2,Q2-005,U05,B,2,1,爬升结束,-0.26155959828932435,5.274111575089368,366.78717041015625
Q2,Q2-005,U05,B,2,2,巡航结束,-1.8560028796848844,7.8630324273987675,366.78717041015625
Q2,Q2-005,U05,B,2,3,终点作业,-1.8560028796848844,7.8630324273987675,270.9
Q2,Q2-005,U05,B,3,0,起点作业,-1.8560028796848844,7.8630324273987675,270.9
Q2,Q2-005,U05,B,3,1,爬升结束,-1.8560028796848844,7.8630324273987675,372.9093322753906
Q2,Q2-005,U05,B,3,2,巡航结束,0.0,0.0,372.9093322753906
Q2,Q2-005,U05,B,3,3,终点作业,0.0,0.0,127.7
Q2,Q2-006,U06,B,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-006,U06,B,1,1,爬升结束,0.0,0.0,366.09783935546875
Q2,Q2-006,U06,B,1,2,巡航结束,-3.1849806990700626,-0.08809695382351547,366.09783935546875
Q2,Q2-006,U06,B,1,3,终点作业,-3.1849806990700626,-0.08809695382351547,314.8
Q2,Q2-006,U06,B,2,0,起点作业,-3.1849806990700626,-0.08809695382351547,314.8
Q2,Q2-006,U06,B,2,1,爬升结束,-3.1849806990700626,-0.08809695382351547,366.09783935546875
Q2,Q2-006,U06,B,2,2,巡航结束,0.0,0.0,366.09783935546875
Q2,Q2-006,U06,B,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-007,U08,C,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-007,U08,C,1,1,爬升结束,0.0,0.0,273.0566101074219
Q2,Q2-007,U08,C,1,2,巡航结束,1.269169921901062,2.777817111438484,273.0566101074219
Q2,Q2-007,U08,C,1,3,终点作业,1.269169921901062,2.777817111438484,184.0
Q2,Q2-007,U08,C,2,0,起点作业,1.269169921901062,2.777817111438484,184.0
Q2,Q2-007,U08,C,2,1,爬升结束,1.269169921901062,2.777817111438484,273.0566101074219
Q2,Q2-007,U08,C,2,2,巡航结束,0.0,0.0,273.0566101074219
Q2,Q2-007,U08,C,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-008,U04,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-008,U04,A,1,1,爬升结束,0.0,0.0,591.9473876953125
Q2,Q2-008,U04,A,1,2,巡航结束,5.407201871835279,-0.3654334735725998,591.9473876953125
Q2,Q2-008,U04,A,1,3,终点作业,5.407201871835279,-0.3654334735725998,351.0
Q2,Q2-008,U04,A,2,0,起点作业,5.407201871835279,-0.3654334735725998,351.0
Q2,Q2-008,U04,A,2,1,爬升结束,5.407201871835279,-0.3654334735725998,591.9473876953125
Q2,Q2-008,U04,A,2,2,巡航结束,0.0,0.0,591.9473876953125
Q2,Q2-008,U04,A,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-009,U06,B,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-009,U06,B,1,1,爬升结束,0.0,0.0,366.09783935546875
Q2,Q2-009,U06,B,1,2,巡航结束,-3.1849806990700626,-0.08809695382351547,366.09783935546875
Q2,Q2-009,U06,B,1,3,终点作业,-3.1849806990700626,-0.08809695382351547,314.8
Q2,Q2-009,U06,B,2,0,起点作业,-3.1849806990700626,-0.08809695382351547,314.8
Q2,Q2-009,U06,B,2,1,爬升结束,-3.1849806990700626,-0.08809695382351547,366.09783935546875
Q2,Q2-009,U06,B,2,2,巡航结束,0.0,0.0,366.09783935546875
Q2,Q2-009,U06,B,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-010,U03,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-010,U03,A,1,1,爬升结束,0.0,0.0,561.8041381835938
Q2,Q2-010,U03,A,1,2,巡航结束,-6.355373355953578,3.5174439191093088,561.8041381835938
Q2,Q2-010,U03,A,1,3,终点作业,-6.355373355953578,3.5174439191093088,338.5
Q2,Q2-010,U03,A,2,0,起点作业,-6.355373355953578,3.5174439191093088,338.5
Q2,Q2-010,U03,A,2,1,爬升结束,-6.355373355953578,3.5174439191093088,561.8041381835938
Q2,Q2-010,U03,A,2,2,巡航结束,0.0,0.0,561.8041381835938
Q2,Q2-010,U03,A,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-011,U01,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-011,U01,A,1,1,爬升结束,0.0,0.0,435.63653564453125
Q2,Q2-011,U01,A,1,2,巡航结束,4.6301502754126265,1.2061585956945475,435.63653564453125
Q2,Q2-011,U01,A,1,3,终点作业,4.6301502754126265,1.2061585956945475,351.6
Q2,Q2-011,U01,A,2,0,起点作业,4.6301502754126265,1.2061585956945475,351.6
Q2,Q2-011,U01,A,2,1,爬升结束,4.6301502754126265,1.2061585956945475,435.63653564453125
Q2,Q2-011,U01,A,2,2,巡航结束,0.0,0.0,435.63653564453125
Q2,Q2-011,U01,A,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-012,U08,C,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-012,U08,C,1,1,爬升结束,0.0,0.0,413.3009948730469
Q2,Q2-012,U08,C,1,2,巡航结束,5.3599521975977344,5.0891910301555,413.3009948730469
Q2,Q2-012,U08,C,1,3,终点作业,5.3599521975977344,5.0891910301555,279.8
Q2,Q2-012,U08,C,2,0,起点作业,5.3599521975977344,5.0891910301555,279.8
Q2,Q2-012,U08,C,2,1,爬升结束,5.3599521975977344,5.0891910301555,360.91961669921875
Q2,Q2-012,U08,C,2,2,巡航结束,2.3876719196811726,5.181651302622434,360.91961669921875
Q2,Q2-012,U08,C,2,3,终点作业,2.3876719196811726,5.181651302622434,230.0
Q2,Q2-012,U08,C,3,0,起点作业,2.3876719196811726,5.181651302622434,230.0
Q2,Q2-012,U08,C,3,1,爬升结束,2.3876719196811726,5.181651302622434,293.2289123535156
Q2,Q2-012,U08,C,3,2,巡航结束,0.0,0.0,293.2289123535156
Q2,Q2-012,U08,C,3,3,终点作业,0.0,0.0,127.7
Q2,Q2-013,U07,C,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-013,U07,C,1,1,爬升结束,0.0,0.0,273.0566101074219
Q2,Q2-013,U07,C,1,2,巡航结束,1.269169921901062,2.777817111438484,273.0566101074219
Q2,Q2-013,U07,C,1,3,终点作业,1.269169921901062,2.777817111438484,184.0
Q2,Q2-013,U07,C,2,0,起点作业,1.269169921901062,2.777817111438484,184.0
Q2,Q2-013,U07,C,2,1,爬升结束,1.269169921901062,2.777817111438484,273.0566101074219
Q2,Q2-013,U07,C,2,2,巡航结束,0.0,0.0,273.0566101074219
Q2,Q2-013,U07,C,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-014,U02,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-014,U02,A,1,1,爬升结束,0.0,0.0,511.9731750488281
Q2,Q2-014,U02,A,1,2,巡航结束,-3.8989541341595637,2.315560046755532,511.9731750488281
Q2,Q2-014,U02,A,1,3,终点作业,-3.8989541341595637,2.315560046755532,348.5
Q2,Q2-014,U02,A,2,0,起点作业,-3.8989541341595637,2.315560046755532,348.5
Q2,Q2-014,U02,A,2,1,爬升结束,-3.8989541341595637,2.315560046755532,511.9731750488281
Q2,Q2-014,U02,A,2,2,巡航结束,0.0,0.0,511.9731750488281
Q2,Q2-014,U02,A,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-015,U04,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-015,U04,A,1,1,爬升结束,0.0,0.0,435.63653564453125
Q2,Q2-015,U04,A,1,2,巡航结束,4.6301502754126265,1.2061585956945475,435.63653564453125
Q2,Q2-015,U04,A,1,3,终点作业,4.6301502754126265,1.2061585956945475,351.6
Q2,Q2-015,U04,A,2,0,起点作业,4.6301502754126265,1.2061585956945475,351.6
Q2,Q2-015,U04,A,2,1,爬升结束,4.6301502754126265,1.2061585956945475,435.63653564453125
Q2,Q2-015,U04,A,2,2,巡航结束,0.0,0.0,435.63653564453125
Q2,Q2-015,U04,A,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-016,U05,B,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-016,U05,B,1,1,爬升结束,0.0,0.0,308.9542541503906
Q2,Q2-016,U05,B,1,2,巡航结束,2.839716698490673,6.845936207025278,308.9542541503906
Q2,Q2-016,U05,B,1,3,终点作业,2.839716698490673,6.845936207025278,219.5
Q2,Q2-016,U05,B,2,0,起点作业,2.839716698490673,6.845936207025278,219.5
Q2,Q2-016,U05,B,2,1,爬升结束,2.839716698490673,6.845936207025278,308.9542541503906
Q2,Q2-016,U05,B,2,2,巡航结束,0.0,0.0,308.9542541503906
Q2,Q2-016,U05,B,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-017,U06,B,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-017,U06,B,1,1,爬升结束,0.0,0.0,511.9731750488281
Q2,Q2-017,U06,B,1,2,巡航结束,-3.8989541341595637,2.315560046755532,511.9731750488281
Q2,Q2-017,U06,B,1,3,终点作业,-3.8989541341595637,2.315560046755532,348.5
Q2,Q2-017,U06,B,2,0,起点作业,-3.8989541341595637,2.315560046755532,348.5
Q2,Q2-017,U06,B,2,1,爬升结束,-3.8989541341595637,2.315560046755532,511.9731750488281
Q2,Q2-017,U06,B,2,2,巡航结束,0.0,0.0,511.9731750488281
Q2,Q2-017,U06,B,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-018,U01,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-018,U01,A,1,1,爬升结束,0.0,0.0,571.7992553710938
Q2,Q2-018,U01,A,1,2,巡航结束,-3.9441124797915337,4.534451544180149,571.7992553710938
Q2,Q2-018,U01,A,1,3,终点作业,-3.9441124797915337,4.534451544180149,474.5
Q2,Q2-018,U01,A,2,0,起点作业,-3.9441124797915337,4.534451544180149,474.5
Q2,Q2-018,U01,A,2,1,爬升结束,-3.9441124797915337,4.534451544180149,571.7992553710938
Q2,Q2-018,U01,A,2,2,巡航结束,0.0,0.0,571.7992553710938
Q2,Q2-018,U01,A,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-019,U03,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-019,U03,A,1,1,爬升结束,0.0,0.0,372.9093322753906
Q2,Q2-019,U03,A,1,2,巡航结束,-1.8560028796848844,7.8630324273987675,372.9093322753906
Q2,Q2-019,U03,A,1,3,终点作业,-1.8560028796848844,7.8630324273987675,270.9
Q2,Q2-019,U03,A,2,0,起点作业,-1.8560028796848844,7.8630324273987675,270.9
Q2,Q2-019,U03,A,2,1,爬升结束,-1.8560028796848844,7.8630324273987675,372.9093322753906
Q2,Q2-019,U03,A,2,2,巡航结束,0.0,0.0,372.9093322753906
Q2,Q2-019,U03,A,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-020,U07,C,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-020,U07,C,1,1,爬升结束,0.0,0.0,398.2391662597656
Q2,Q2-020,U07,C,1,2,巡航结束,0.7503871566968315,7.6781008080523625,398.2391662597656
Q2,Q2-020,U07,C,1,3,终点作业,0.7503871566968315,7.6781008080523625,228.3
Q2,Q2-020,U07,C,2,0,起点作业,0.7503871566968315,7.6781008080523625,228.3
Q2,Q2-020,U07,C,2,1,爬升结束,0.7503871566968315,7.6781008080523625,398.2391662597656
Q2,Q2-020,U07,C,2,2,巡航结束,0.0,0.0,398.2391662597656
Q2,Q2-020,U07,C,2,3,终点作业,0.0,0.0,127.7
Q2,Q2-021,U02,A,1,0,起点作业,0.0,0.0,127.7
Q2,Q2-021,U02,A,1,1,爬升结束,0.0,0.0,399.18182373046875
Q2,Q2-021,U02,A,1,2,巡航结束,4.155203398046757,2.500458442863541,399.18182373046875
Q2,Q2-021,U02,A,1,3,终点作业,4.155203398046757,2.500458442863541,351.7
Q2,Q2-021,U02,A,2,0,起点作业,4.155203398046757,2.500458442863541,351.7
