service_id,start_distance_m,end_distance_m,terrain_upper_envelope_m
S004,5689.600110818011,5713.983487343267,309.6524963378906
S004,5713.983487343267,5744.8923059962735,322.755615234375
S004,5744.8923059962735,5775.801124649281,333.22174072265625
S004,5775.801124649281,5806.709943302288,330.5505676269531
S004,5806.709943302288,5837.618761955295,325.6984558105469
S004,5837.618761955295,5868.527580608302,337.35302734375
S004,5868.527580608302,5899.436399261309,347.11456298828125
S004,5899.436399261309,5930.345217914317,348.2391662597656
S004,5930.345217914317,5961.254036567324,336.5574951171875
S004,5961.254036567324,5982.3671810489595,322.776611328125
S004,5982.3671810489595,5992.16285522033,333.7394714355469
S004,5992.16285522033,6023.071673873337,328.5135803222656
S004,6023.071673873337,6053.980492526344,325.69146728515625
S004,6053.980492526344,6084.889311179351,318.7444763183594
S004,6084.889311179351,6115.798129832358,322.7115173339844
S004,6115.798129832358,6146.706948485366,326.6756591796875
S004,6146.706948485366,6177.6157671383735,318.6462097167969
S004,6177.6157671383735,6208.524585791381,318.63104248046875
S004,6208.524585791381,6239.433404444387,316.51641845703125
S004,6239.433404444387,6270.342223097394,302.74163818359375
S004,6270.342223097394,6275.134251279908,289.73907470703125
S004,6275.134251279908,6301.251041750401,296.2171630859375
S004,6301.251041750401,6332.159860403408,284.0322265625
S004,6332.159860403408,6363.068679056416,269.6351623535156
S004,6363.068679056416,6393.977497709423,253.66372680664062
S004,6393.977497709423,6424.88631636243,245.2732391357422
S004,6424.88631636243,6455.795135015437,244.06739807128906
S004,6455.795135015437,6486.703953668444,229.5096435546875
S004,6486.703953668444,6517.61277232145,220.94308471679688
S004,6517.61277232145,6548.521590974458,238.3279266357422
S004,6548.521590974458,6567.901321510857,247.68048095703125
S004,6567.901321510857,6579.430409627465,240.2353515625
S004,6579.430409627465,6610.3392282804725,230.15623474121094
S004,6610.3392282804725,6641.24804693348,233.67185974121094
S004,6641.24804693348,6672.156865586487,246.828369140625
S004,6672.156865586487,6703.065684239494,239.76438903808594
S004,6703.065684239494,6733.974502892501,231.06822204589844
S004,6733.974502892501,6764.883321545508,216.8209686279297
S004,6764.883321545508,6795.792140198515,202.3566131591797
S004,6795.792140198515,6826.700958851522,200.69740295410156
S004,6826.700958851522,6857.609777504529,211.33372497558594
S004,6857.609777504529,6860.668391741805,225.7750244140625
S004,6860.668391741805,6888.518596157536,230.7193145751953
S004,6888.518596157536,6919.427414810543,239.22543334960938
S004,6919.427414810543,6950.33623346355,238.4581756591797
S004,6950.33623346355,6981.245052116557,229.06832885742188
S004,6981.245052116557,7012.1538707695645,215.82855224609375
S004,7012.1538707695645,7043.062689422572,221.39276123046875
S004,7043.062689422572,7073.971508075579,234.78997802734375
S004,7073.971508075579,7104.880326728586,234.0657196044922
S004,7104.880326728586,7135.789145381593,231.08905029296875
S004,7135.789145381593,7153.435461972755,226.56436157226562
S004,7153.435461972755,7166.6979640346,244.2332305908203
S004,7166.6979640346,7197.606782687608,247.1850128173828
S004,7197.606782687608,7228.515601340615,250.83314514160156
S004,7228.515601340615,7259.424419993622,240.78211975097656
S004,7259.424419993622,7290.333238646628,256.258544921875
S004,7290.333238646628,7321.242057299635,271.5724182128906
S004,7321.242057299635,7352.150875952642,282.1116027832031
S004,7352.150875952642,7383.059694605649,292.08544921875
S004,7383.059694605649,7413.968513258657,285.30792236328125
S004,7413.968513258657,7444.877331911664,267.2309265136719
S004,7444.877331911664,7446.2025322037025,257.2462158203125
S004,7446.2025322037025,7475.7861505646715,271.4110107421875
S004,7475.7861505646715,7506.694969217679,263.1273193359375
S004,7506.694969217679,7537.603787870685,247.15768432617188
S004,7537.603787870685,7568.512606523692,229.87893676757812
S004,7568.512606523692,7599.421425176699,214.66004943847656
S004,7599.421425176699,7630.330243829707,216.1753387451172
S004,7630.330243829707,7661.239062482714,215.39187622070312
S004,7661.239062482714,7692.147881135721,203.27952575683594
S004,7692.147881135721,7714.681646286507,195.11575317382812
S008,0.0,27.36587048422993,128.7255401611328
S008,27.36587048422993,58.97348250090625,130.80474853515625
S008,58.97348250090625,70.17509470200001,133.40194702148438
S008,70.17509470200001,90.58109451758256,133.20738220214844
S008,90.58109451758256,122.18870653425888,133.5510711669922
S008,122.18870653425888,153.7963185509352,134.21600341796875
S008,153.7963185509352,185.4039305676115,136.61082458496094
S008,185.4039305676115,194.13308011362736,138.58750915527344
S008,194.13308011362736,217.01154258428784,132.96780395507812
S008,217.01154258428784,248.61915460096415,132.68983459472656
S008,248.61915460096415,280.22676661764046,127.50688171386719
S008,280.22676661764046,311.83437863431675,128.790771484375
S008,311.83437863431675,318.0910655252547,127.0422134399414
S008,318.0910655252547,343.4419906509931,128.1844024658203
S008,343.4419906509931,375.04960266766943,132.91812133789062
S008,375.04960266766943,406.6572146843457,139.52053833007812
S008,406.6572146843457,438.26482670102206,134.18728637695312
S008,438.26482670102206,442.049050936882,133.1561737060547
S008,442.049050936882,469.87243871769834,145.68429565429688
S008,469.87243871769834,501.4800507343747,136.46885681152344
S008,501.4800507343747,533.087662751051,132.66122436523438
S008,533.087662751051,564.6952747677274,132.65663146972656
S008,564.6952747677274,566.0070363485094,138.98719787597656
S008,566.0070363485094,596.3028867844037,140.00267028808594
S008,596.3028867844037,627.9104988010799,155.14585876464844
S008,627.9104988010799,659.5181108177563,163.02462768554688
S008,659.5181108177563,689.9650217601367,171.21006774902344
S008,689.9650217601367,691.1257228344325,160.87911987304688
S008,691.1257228344325,722.7333348511089,165.27374267578125
S008,722.7333348511089,754.3409468677853,169.1483612060547
S008,754.3409468677853,785.9485588844615,174.5121612548828
S008,785.9485588844615,813.9230071717641,181.98526000976562
S008,813.9230071717641,817.5561709011379,166.96524047851562
S008,817.5561709011379,849.1637829178142,154.34803771972656
S008,849.1637829178142,880.7713949344904,154.4271697998047
S008,880.7713949344904,912.3790069511668,165.09619140625
S008,912.3790069511668,937.8809925833914,174.8217315673828
S008,937.8809925833914,943.9866189678431,167.61489868164062
S008,943.9866189678431,975.5942309845194,180.83560180664062
S008,975.5942309845194,1007.2018430011957,193.27687072753906
S008,1007.2018430011957,1038.809455017872,199.77774047851562
S008,1038.809455017872,1061.8389779950187,196.6827392578125
S008,1061.8389779950187,1070.4170670345484,198.57191467285156
S008,1070.4170670345484,1102.024679051225,195.7525634765625
S008,1102.024679051225,1133.632291067901,200.187255859375
S008,1133.632291067901,1165.2399030845772,203.5731201171875
S008,1165.2399030845772,1185.796963406646,205.1633758544922
S008,1185.796963406646,1196.8475151012537,200.16481018066406
S008,1196.8475151012537,1228.45512711793,201.4271697998047
S008,1228.45512711793,1260.0627391346063,201.02774047851562
S008,1260.0627391346063,1291.6703511512826,204.2788543701172
S008,1291.6703511512826,1309.7549488182733,194.78147888183594
S008,1309.7549488182733,1323.277963167959,200.30059814453125
S008,1323.277963167959,1354.8855751846352,185.29049682617188
S008,1354.8855751846352,1386.4931872013115,170.7978515625
S008,1386.4931872013115,1418.100799217988,163.59104919433594
S008,1418.100799217988,1433.7129342299008,162.65591430664062
S008,1433.7129342299008,1449.7084112346643,173.8075408935547
S008,1449.7084112346643,1481.3160232513405,169.06527709960938
S008,1481.3160232513405,1512.9236352680168,156.3429412841797
S008,1512.9236352680168,1544.531247284693,136.0429229736328
S008,1544.531247284693,1557.6709196415281,137.32992553710938
S008,1557.6709196415281,1576.1388593013694,138.2509307861328
S008,1576.1388593013694,1607.7464713180457,140.5471954345703
S008,1607.7464713180457,1639.3540833347222,141.211669921875
S008,1639.3540833347222,1670.9616953513985,141.15771484375
S008,1670.9616953513985,1681.6289050531552,139.40574645996094
S008,1681.6289050531552,1702.5693073680748,138.32093811035156
S008,1702.5693073680748,1734.176919384751,140.2158660888672
S008,1734.176919384751,1765.7845314014273,144.53883361816406
S008,1765.7845314014273,1797.3921434181036,157.97300720214844
S008,1797.3921434181036,1805.5868904647828,179.50616455078125
S008,1805.5868904647828,1828.9997554347801,181.96324157714844
S008,1828.9997554347801,1860.6073674514564,191.08619689941406
S008,1860.6073674514564,1892.2149794681327,197.91146850585938
S008,1892.2149794681327,1923.8225914848088,209.1463165283203
S008,1923.8225914848088,1929.54487587641,212.54971313476562
S008,1929.54487587641,1955.4302035014853,210.35076904296875
S008,1955.4302035014853,1987.0378155181616,209.68287658691406
S008,1987.0378155181616,2018.6454275348378,203.0789031982422
S008,2018.6454275348378,2050.253039551514,192.6483917236328
S008,2050.253039551514,2053.5028612880374,179.4084930419922
S008,2053.5028612880374,2081.8606515681904,189.58364868164062
S008,2081.8606515681904,2113.468263584867,174.8004913330078
S008,2113.468263584867,2145.075875601543,158.80348205566406
S008,2145.075875601543,2176.6834876182197,151.3913116455078
S008,2176.6834876182197,2177.4608466996647,157.32200622558594
S008,2177.4608466996647,2208.291099634896,150.2891082763672
S008,2208.291099634896,2239.898711651572,148.82444763183594
S008,2239.898711651572,2271.5063236682486,150.10281372070312
S008,2271.5063236682486,2301.418832111292,161.69569396972656
S008,2301.418832111292,2303.113935684925,158.82687377929688
S008,2303.113935684925,2334.721547701601,182.5805206298828
S008,2334.721547701601,2366.3291597182774,194.2313690185547
S008,2366.3291597182774,2397.9367717349537,195.38876342773438
S008,2397.9367717349537,2425.3768175229197,204.0930938720703
S008,2425.3768175229197,2429.54438375163,207.65652465820312
S008,2429.54438375163,2461.1519957683063,204.71510314941406
S008,2461.1519957683063,2492.7596077849826,199.13455200195312
S008,2492.7596077849826,2524.367219801659,190.19015502929688
S008,2524.367219801659,2549.334802934547,187.4729766845703
S008,2549.334802934547,2555.9748318183356,202.21958923339844
S008,2555.9748318183356,2587.5824438350114,198.179931640625
S008,2587.5824438350114,2619.1900558516877,197.65887451171875
S008,2619.1900558516877,2650.7976678683644,203.07904052734375
S008,2650.7976678683644,2673.292788346174,208.65528869628906
S008,2673.292788346174,2682.4052798850403,204.5586395263672
S008,2682.4052798850403,2714.012891901717,206.86363220214844
S008,2714.012891901717,2745.6205039183933,203.52493286132812
S008,2745.6205039183933,2777.2281159350696,197.51866149902344
S008,2777.2281159350696,2797.2507737578017,202.43679809570312
S008,2797.2507737578017,2808.835727951746,188.63851928710938
S008,2808.835727951746,2840.443339968422,188.54307556152344
S008,2840.443339968422,2872.0509519850984,204.6278533935547
S008,2872.0509519850984,2903.6585640017747,219.34292602539062
S008,2903.6585640017747,2921.208759169429,230.9404296875
S008,2921.208759169429,2935.2661760184515,227.56387329101562
S008,2935.2661760184515,2966.8737880351273,233.81436157226562
S008,2966.8737880351273,2998.481400051804,217.3805389404297
S008,2998.481400051804,3030.08901206848,201.4029083251953
S008,3030.08901206848,3045.1667445810563,189.5266876220703
S008,3045.1667445810563,3061.696624085156,189.26210021972656
S008,3061.696624085156,3093.304236101833,195.11061096191406
S008,3093.304236101833,3124.9118481185087,206.69134521484375
S008,3124.9118481185087,3156.5194601351855,215.8779754638672
S008,3156.5194601351855,3169.1247299926836,213.09124755859375
S008,3169.1247299926836,3188.1270721518617,221.69253540039062
S008,3188.1270721518617,3219.7346841685376,208.74270629882812
S008,3219.7346841685376,3251.3422961852143,218.54376220703125
S008,3251.3422961852143,3282.9499082018906,233.77346801757812
S008,3282.9499082018906,3293.082715404311,252.66204833984375
S008,3293.082715404311,3314.557520218567,261.7333679199219
S008,3314.557520218567,3346.165132235243,274.6983642578125
S008,3346.165132235243,3377.77274425192,267.4793701171875
S008,3377.77274425192,3409.3803562685957,251.5581512451172
S008,3409.3803562685957,3417.040700815938,243.28456115722656
S008,3417.040700815938,3440.987968285272,261.55853271484375
S008,3440.987968285272,3472.5955803019488,261.178955078125
S008,3472.5955803019488,3504.2031923186246,265.2282409667969
S008,3504.2031923186246,3535.8108043353013,272.85498046875
S008,3535.8108043353013,3540.9986862275655,289.7340393066406
S008,3540.9986862275655,3567.4184163519776,294.2038269042969
S008,3567.4184163519776,3599.026028368654,299.5338134765625
S008,3599.026028368654,3630.63364038533,287.5166015625
S008,3630.63364038533,3662.241252402006,274.5884094238281
S008,3662.241252402006,3664.956671639193,264.4491271972656
S008,3664.956671639193,3693.8488644186828,264.3040466308594
S008,3693.8488644186828,3725.456476435359,251.8332977294922
S008,3725.456476435359,3757.0640884520353,237.97767639160156
S008,3757.0640884520353,3788.6717004687116,237.32525634765625
S008,3788.6717004687116,3788.91465705082,254.4922332763672
S008,3788.91465705082,3820.279312485388,264.4530334472656
S008,3820.279312485388,3851.886924502064,263.96722412109375
S008,3851.886924502064,3883.4945365187405,251.7985382080078
S008,3883.4945365187405,3912.8726424624474,235.9147186279297
S008,3912.8726424624474,3915.102148535417,234.9308624267578
S008,3915.102148535417,3946.709760552093,232.9689178466797
S008,3946.709760552093,3978.3173725687698,256.21453857421875
S008,3978.3173725687698,4009.924984585446,277.38739013671875
S008,4009.924984585446,4036.830627874075,286.32275390625
S008,4036.830627874075,4041.532596602122,284.017822265625
S008,4041.532596602122,4073.1402086187986,279.37054443359375
S008,4073.1402086187986,4104.747820635475,265.89813232421875
S008,4104.747820635475,4136.355432652152,252.0584716796875
S008,4136.355432652152,4160.788613285702,238.73394775390625
S008,4160.788613285702,4167.963044668827,242.47157287597656
S008,4167.963044668827,4199.570656685503,253.44384765625
S008,4199.570656685503,4231.17826870218,271.87689208984375
S008,4231.17826870218,4262.785880718857,288.2223815917969
S008,4262.785880718857,4284.74659869733,300.735595703125
S008,4284.74659869733,4294.393492735533,304.9871826171875
S008,4294.393492735533,4326.001104752209,296.9696960449219
S008,4326.001104752209,4357.608716768885,283.2336120605469
S008,4357.608716768885,4389.216328785562,270.6124267578125
S008,4389.216328785562,4408.704584108957,254.3681182861328
S008,4408.704584108957,4420.823940802238,256.2218017578125
S008,4420.823940802238,4452.4315528189145,243.53675842285156
S008,4452.4315528189145,4484.039164835591,260.5283508300781
S008,4484.039164835591,4515.646776852267,276.5382385253906
S008,4515.646776852267,4532.662569520584,291.9681396484375
S008,4532.662569520584,4547.254388868943,291.4376220703125
S008,4547.254388868943,4578.86200088562,298.74542236328125
S008,4578.86200088562,4610.469612902296,293.9507751464844
S008,4610.469612902296,4642.077224918972,299.40216064453125
S008,4642.077224918972,4656.620554932212,305.68731689453125
S008,4656.620554932212,4673.6848369356485,300.09515380859375
S008,4673.6848369356485,4705.292448952325,305.3985900878906
S008,4705.292448952325,4736.900060969001,288.4785461425781
S008,4736.900060969001,4768.507672985677,270.4479675292969
S008,4768.507672985677,4780.5785403438385,257.5056457519531
S008,4780.5785403438385,4800.115285002354,270.2376403808594
S008,4800.115285002354,4831.72289701903,250.56796264648438
S008,4831.72289701903,4863.330509035707,244.2054443359375
S008,4863.330509035707,4894.9381210523825,262.01580810546875
S008,4894.9381210523825,4904.536525755466,276.8590087890625
S008,4904.536525755466,4926.545733069059,275.5881652832031
S008,4926.545733069059,4958.153345085735,268.4632263183594
S008,4958.153345085735,4989.760957102412,255.9833221435547
S008,4989.760957102412,5021.3685691190885,234.39305114746094
S008,5021.3685691190885,5028.494511167094,229.59461975097656
S008,5028.494511167094,5052.976181135765,233.08123779296875
S008,5052.976181135765,5084.58379315244,253.53060913085938
S008,5084.58379315244,5116.1914051691165,270.8594665527344
S008,5116.1914051691165,5147.799017185794,288.0013427734375
S008,5147.799017185794,5152.452496578721,297.9179382324219
S008,5152.452496578721,5179.40662920247,304.4717102050781
S008,5179.40662920247,5211.014241219146,300.010498046875
S008,5211.014241219146,5242.621853235822,284.62261962890625
S008,5242.621853235822,5274.229465252498,287.38836669921875
S008,5274.229465252498,5276.410481990348,301.1072998046875
S008,5276.410481990348,5305.837077269175,309.3165283203125
S008,5305.837077269175,5337.444689285851,317.5588684082031
S008,5337.444689285851,5369.052301302528,315.0748596191406
S008,5369.052301302528,5400.368467401976,305.5211181640625
S008,5400.368467401976,5400.659913319204,305.9945373535156
S008,5400.659913319204,5432.267525335879,292.4982604980469
S008,5432.267525335879,5463.8751373525565,275.5279235839844
S008,5463.8751373525565,5495.482749369233,262.9507751464844
S008,5495.482749369233,5524.326452813603,252.05604553222656
S008,5524.326452813603,5527.090361385909,254.61631774902344
S008,5527.090361385909,5558.697973402585,241.96456909179688
S008,5558.697973402585,5590.305585419263,231.58534240722656
S008,5590.305585419263,5621.913197435938,228.82870483398438
S008,5621.913197435938,5648.28443822523,231.92626953125
S008,5648.28443822523,5653.520809452614,241.87957763671875
S008,5653.520809452614,5685.1284214692905,255.89830017089844
S008,5685.1284214692905,5716.736033485967,261.4875793457031
S008,5716.736033485967,5748.343645502644,244.96237182617188
S008,5748.343645502644,5772.242423636858,227.80665588378906
S008,5772.242423636858,5779.95125751932,237.42918395996094
S008,5779.95125751932,5811.558869535996,222.84323120117188
