service_id,distance_m,terrain_upper_envelope_m
S004,1634.01942514633,169.05638122558594
S004,1664.928243799337,183.481201171875
S004,1695.837062452344,190.4971466064453
S004,1726.7458811053511,198.35421752929688
S004,1757.6546997583582,210.0857391357422
S004,1788.5635184113653,217.3641357421875
S004,1819.4723370643724,220.85052490234375
S004,1850.3811557173794,221.84344482421875
S004,1881.2899743703867,227.9234161376953
S004,1883.6281978156785,227.9234161376953
S004,1912.1987930233938,231.8917236328125
S004,1943.1076116764011,231.8917236328125
S004,1974.0164303294077,230.84323120117188
S004,2004.925248982415,227.68887329101562
S004,2035.8340676354221,215.29103088378906
S004,2066.7428862884294,193.0621795654297
S004,2097.651704941436,166.18807983398438
S004,2128.5605235944436,149.47525024414062
S004,2159.4693422474506,152.89768981933594
S004,2176.395268046627,152.89768981933594
S004,2190.3781609004577,153.3573760986328
S004,2221.286979553465,155.78257751464844
S004,2252.195798206472,155.85409545898438
S004,2283.104616859479,170.99403381347656
S004,2314.013435512486,186.5896453857422
S004,2344.922254165493,191.6955108642578
S004,2375.8310728185,191.6955108642578
S004,2406.7398914715072,188.30691528320312
S004,2437.6487101245143,185.75611877441406
S004,2468.5575287775214,180.39598083496094
S004,2469.1623382775756,194.6613006591797
S004,2499.4663474305285,196.6715087890625
S004,2530.3751660835355,208.00201416015625
S004,2561.283984736543,208.95465087890625
S004,2592.1928033895497,208.95465087890625
S004,2623.1016220425568,190.79507446289062
S004,2654.0104406955643,173.6873779296875
S004,2684.9192593485714,172.0814971923828
S004,2715.828078001578,157.056396484375
S004,2746.736896654585,143.43020629882812
S004,2761.9294085085244,155.51866149902344
S004,2777.6457153075926,155.973388671875
S004,2808.5545339605997,155.973388671875
S004,2839.4633526136067,154.1881866455078
S004,2870.372171266614,153.82589721679688
S004,2901.280989919621,156.2194366455078
S004,2932.189808572628,163.52664184570312
S004,2963.098627225635,165.24435424804688
S004,2994.007445878642,165.24435424804688
S004,3024.916264531649,163.80648803710938
S004,3054.696478739473,165.89923095703125
S004,3055.8250831846563,165.89923095703125
S004,3086.733901837664,164.19252014160156
S004,3117.6427204906704,164.19252014160156
S004,3148.5515391436775,158.78688049316406
S004,3179.4603577966845,149.3049774169922
S004,3210.369176449692,145.80996704101562
S004,3241.2779951026987,156.27044677734375
S004,3272.1868137557058,162.89291381835938
S004,3303.0956324087133,168.65489196777344
S004,3334.0044510617204,178.29190063476562
S004,3347.463548970422,178.29190063476562
S004,3364.913269714727,186.71287536621094
S004,3395.822088367734,194.13021850585938
S004,3426.7309070207416,194.13021850585938
S004,3457.6397256737487,178.21229553222656
S004,3488.5485443267553,159.15647888183594
S004,3519.457362979763,155.0780792236328
S004,3550.36618163277,152.6243438720703
S004,3581.275000285777,152.5611114501953
S004,3612.183818938784,153.65542602539062
S004,3640.2306192013702,153.65542602539062
S004,3643.092637591791,154.3355712890625
S004,3674.001456244798,156.31532287597656
S004,3704.9102748978053,156.31532287597656
S004,3735.819093550813,151.287353515625
S004,3766.7279122038194,162.3950653076172
S004,3797.6367308568265,183.3037109375
S004,3828.545549509834,199.10415649414062
S004,3859.454368162841,207.93797302246094
S004,3890.363186815848,216.4515380859375
S004,3921.2720054688552,229.3142547607422
S004,3932.997689432319,229.3142547607422
S004,3952.180824121862,230.7282257080078
S004,3983.089642774869,242.52313232421875
S004,4013.998461427876,251.66712951660156
S004,4044.9072800808835,261.73699951171875
S004,4075.8160987338906,261.97412109375
S004,4106.724917386898,261.97412109375
S004,4137.633736039905,258.0741882324219
S004,4168.542554692912,249.6328887939453
S004,4199.451373345919,238.20452880859375
S004,4225.764759663268,248.972900390625
S004,4230.360191998926,248.972900390625
S004,4261.269010651933,243.23431396484375
S004,4292.17782930494,241.8838653564453
S004,4323.086647957947,231.58334350585938
S004,4353.995466610954,220.03909301757812
S004,4384.904285263961,239.4560089111328
S004,4415.813103916968,250.90737915039062
S004,4446.7219225699755,259.4090576171875
S004,4477.630741222983,268.830078125
S004,4508.53955987599,281.0758056640625
S004,4518.531829894216,282.9464416503906
S004,4539.448378528997,292.7298889160156
S004,4570.357197182004,292.7298889160156
S004,4601.266015835011,281.9906921386719
S004,4632.174834488019,262.96710205078125
S004,4663.083653141026,259.81787109375
S004,4693.992471794033,259.81787109375
S004,4724.901290447039,263.3919982910156
S004,4755.810109100046,273.4190673828125
S004,4786.718927753053,273.4190673828125
S004,4811.298900125165,269.24664306640625
S004,4817.62774640606,269.24664306640625
S004,4848.536565059068,256.74700927734375
S004,4879.445383712075,245.36541748046875
S004,4910.3542023650825,253.28311157226562
S004,4941.26302101809,253.28311157226562
S004,4972.171839671096,238.1753387451172
S004,5003.080658324103,232.8063201904297
S004,5033.98947697711,244.8858642578125
S004,5064.898295630118,248.09786987304688
S004,5095.807114283125,262.0197448730469
S004,5104.065970356114,262.0197448730469
S004,5126.715932936132,265.5665283203125
S004,5157.624751589139,273.5014343261719
S004,5188.533570242146,273.5014343261719
S004,5219.442388895152,272.1981201171875
S004,5250.351207548159,277.4698181152344
S004,5281.260026201167,277.4698181152344
S004,5312.1688448541745,275.8066711425781
S004,5343.077663507182,268.54296875
S004,5373.986482160189,273.0462951660156
S004,5396.833040587062,283.02777099609375
S004,5404.895300813196,285.51690673828125
S004,5435.804119466203,288.6454772949219
S004,5466.71293811921,288.7551574707031
S004,5497.621756772217,290.4381103515625
S004,5528.530575425224,294.0818176269531
S004,5559.439394078231,294.41876220703125
S004,5590.348212731238,309.4656982421875
S004,5621.257031384245,323.8739929199219
S004,5652.165850037252,323.8739929199219
S004,5683.074668690259,311.37042236328125
S004,5689.600110818011,309.6524963378906
S004,5713.983487343267,322.755615234375
S004,5744.8923059962735,333.22174072265625
S004,5775.801124649281,333.22174072265625
S004,5806.709943302288,330.5505676269531
S004,5837.618761955295,337.35302734375
S004,5868.527580608302,347.11456298828125
S004,5899.436399261309,348.2391662597656
S004,5930.345217914317,348.2391662597656
S004,5961.254036567324,336.5574951171875
S004,5982.3671810489595,333.7394714355469
S004,5992.16285522033,333.7394714355469
S004,6023.071673873337,328.5135803222656
S004,6053.980492526344,325.69146728515625
S004,6084.889311179351,322.7115173339844
S004,6115.798129832358,326.6756591796875
S004,6146.706948485366,326.6756591796875
S004,6177.6157671383735,318.6462097167969
S004,6208.524585791381,318.63104248046875
S004,6239.433404444387,316.51641845703125
S004,6270.342223097394,302.74163818359375
S004,6275.134251279908,296.2171630859375
S004,6301.251041750401,296.2171630859375
S004,6332.159860403408,284.0322265625
S004,6363.068679056416,269.6351623535156
S004,6393.977497709423,253.66372680664062
S004,6424.88631636243,245.2732391357422
S004,6455.795135015437,244.06739807128906
S004,6486.703953668444,229.5096435546875
S004,6517.61277232145,238.3279266357422
S004,6548.521590974458,247.68048095703125
S004,6567.901321510857,247.68048095703125
S004,6579.430409627465,240.2353515625
S004,6610.3392282804725,233.67185974121094
S004,6641.24804693348,246.828369140625
S004,6672.156865586487,246.828369140625
S004,6703.065684239494,239.76438903808594
S004,6733.974502892501,231.06822204589844
S004,6764.883321545508,216.8209686279297
S004,6795.792140198515,202.3566131591797
S004,6826.700958851522,211.33372497558594
S004,6857.609777504529,225.7750244140625
S004,6860.668391741805,230.7193145751953
S004,6888.518596157536,239.22543334960938
S004,6919.427414810543,239.22543334960938
S004,6950.33623346355,238.4581756591797
S004,6981.245052116557,229.06832885742188
S004,7012.1538707695645,221.39276123046875
S004,7043.062689422572,234.78997802734375
S004,7073.971508075579,234.78997802734375
S004,7104.880326728586,234.0657196044922
S004,7135.789145381593,231.08905029296875
S004,7153.435461972755,244.2332305908203
S004,7166.6979640346,247.1850128173828
S004,7197.606782687608,250.83314514160156
S004,7228.515601340615,250.83314514160156
S004,7259.424419993622,256.258544921875
S004,7290.333238646628,271.5724182128906
S004,7321.242057299635,282.1116027832031
S004,7352.150875952642,292.08544921875
S004,7383.059694605649,292.08544921875
S004,7413.968513258657,285.30792236328125
S004,7444.877331911664,267.2309265136719
S004,7446.2025322037025,271.4110107421875
S004,7475.7861505646715,271.4110107421875
S004,7506.694969217679,263.1273193359375
S004,7537.603787870685,247.15768432617188
S004,7568.512606523692,229.87893676757812
S004,7599.421425176699,216.1753387451172
S004,7630.330243829707,216.1753387451172
S004,7661.239062482714,215.39187622070312
S004,7692.147881135721,203.27952575683594
S004,7714.681646286507,195.11575317382812
S008,0.0,128.7255401611328
S008,27.36587048422993,130.80474853515625
S008,58.97348250090625,133.40194702148438
S008,70.17509470200001,133.40194702148438
S008,90.58109451758256,133.5510711669922
S008,122.18870653425888,134.21600341796875
S008,153.7963185509352,136.61082458496094
S008,185.4039305676115,138.58750915527344
S008,194.13308011362736,138.58750915527344
S008,217.01154258428784,132.96780395507812
S008,248.61915460096415,132.68983459472656
S008,280.22676661764046,128.790771484375
S008,311.83437863431675,128.790771484375
S008,318.0910655252547,128.1844024658203
S008,343.4419906509931,132.91812133789062
S008,375.04960266766943,139.52053833007812
S008,406.6572146843457,139.52053833007812
S008,438.26482670102206,134.18728637695312
S008,442.049050936882,145.68429565429688
S008,469.87243871769834,145.68429565429688
S008,501.4800507343747,136.46885681152344
S008,533.087662751051,132.66122436523438
S008,564.6952747677274,138.98719787597656
S008,566.0070363485094,140.00267028808594
S008,596.3028867844037,155.14585876464844
S008,627.9104988010799,163.02462768554688
S008,659.5181108177563,171.21006774902344
S008,689.9650217601367,171.21006774902344
S008,691.1257228344325,165.27374267578125
S008,722.7333348511089,169.1483612060547
S008,754.3409468677853,174.5121612548828
S008,785.9485588844615,181.98526000976562
S008,813.9230071717641,181.98526000976562
S008,817.5561709011379,166.96524047851562
S008,849.1637829178142,154.4271697998047
S008,880.7713949344904,165.09619140625
S008,912.3790069511668,174.8217315673828
S008,937.8809925833914,174.8217315673828
S008,943.9866189678431,180.83560180664062
S008,975.5942309845194,193.27687072753906
S008,1007.2018430011957,199.77774047851562
S008,1038.809455017872,199.77774047851562
S008,1061.8389779950187,198.57191467285156
S008,1070.4170670345484,198.57191467285156
S008,1102.024679051225,200.187255859375
S008,1133.632291067901,203.5731201171875
S008,1165.2399030845772,205.1633758544922
S008,1185.796963406646,205.1633758544922
S008,1196.8475151012537,201.4271697998047
S008,1228.45512711793,201.4271697998047
S008,1260.0627391346063,204.2788543701172
S008,1291.6703511512826,204.2788543701172
S008,1309.7549488182733,200.30059814453125
S008,1323.277963167959,200.30059814453125
S008,1354.8855751846352,185.29049682617188
S008,1386.4931872013115,170.7978515625
S008,1418.100799217988,163.59104919433594
S008,1433.7129342299008,173.8075408935547
S008,1449.7084112346643,173.8075408935547
S008,1481.3160232513405,169.06527709960938
S008,1512.9236352680168,156.3429412841797
S008,1544.531247284693,137.32992553710938
S008,1557.6709196415281,138.2509307861328
S008,1576.1388593013694,140.5471954345703
S008,1607.7464713180457,141.211669921875
S008,1639.3540833347222,141.211669921875
S008,1670.9616953513985,141.15771484375
S008,1681.6289050531552,139.40574645996094
S008,1702.5693073680748,140.2158660888672
S008,1734.176919384751,144.53883361816406
S008,1765.7845314014273,157.97300720214844
S008,1797.3921434181036,179.50616455078125
S008,1805.5868904647828,181.96324157714844
S008,1828.9997554347801,191.08619689941406
S008,1860.6073674514564,197.91146850585938
S008,1892.2149794681327,209.1463165283203
S008,1923.8225914848088,212.54971313476562
S008,1929.54487587641,212.54971313476562
S008,1955.4302035014853,210.35076904296875
S008,1987.0378155181616,209.68287658691406
S008,2018.6454275348378,203.0789031982422
S008,2050.253039551514,192.6483917236328
S008,2053.5028612880374,189.58364868164062
S008,2081.8606515681904,189.58364868164062
S008,2113.468263584867,174.8004913330078
S008,2145.075875601543,158.80348205566406
S008,2176.6834876182197,157.32200622558594
S008,2177.4608466996647,157.32200622558594
S008,2208.291099634896,150.2891082763672
S008,2239.898711651572,150.10281372070312
S008,2271.5063236682486,161.69569396972656
S008,2301.418832111292,161.69569396972656
S008,2303.113935684925,182.5805206298828
S008,2334.721547701601,194.2313690185547
S008,2366.3291597182774,195.38876342773438
S008,2397.9367717349537,204.0930938720703
S008,2425.3768175229197,207.65652465820312
S008,2429.54438375163,207.65652465820312
S008,2461.1519957683063,204.71510314941406
S008,2492.7596077849826,199.13455200195312
S008,2524.367219801659,190.19015502929688
S008,2549.334802934547,202.21958923339844
S008,2555.9748318183356,202.21958923339844
S008,2587.5824438350114,198.179931640625
S008,2619.1900558516877,203.07904052734375
S008,2650.7976678683644,208.65528869628906
S008,2673.292788346174,208.65528869628906
S008,2682.4052798850403,206.86363220214844
S008,2714.012891901717,206.86363220214844
S008,2745.6205039183933,203.52493286132812
S008,2777.2281159350696,202.43679809570312
S008,2797.2507737578017,202.43679809570312
S008,2808.835727951746,188.63851928710938
S008,2840.443339968422,204.6278533935547
S008,2872.0509519850984,219.34292602539062
S008,2903.6585640017747,230.9404296875
S008,2921.208759169429,230.9404296875
S008,2935.2661760184515,233.81436157226562
S008,2966.8737880351273,233.81436157226562
S008,2998.481400051804,217.3805389404297
S008,3030.08901206848,201.4029083251953
S008,3045.1667445810563,189.5266876220703
S008,3061.696624085156,195.11061096191406
S008,3093.304236101833,206.69134521484375
S008,3124.9118481185087,215.8779754638672
S008,3156.5194601351855,215.8779754638672
S008,3169.1247299926836,221.69253540039062
S008,3188.1270721518617,221.69253540039062
S008,3219.7346841685376,218.54376220703125
S008,3251.3422961852143,233.77346801757812
S008,3282.9499082018906,252.66204833984375
S008,3293.082715404311,261.7333679199219
S008,3314.557520218567,274.6983642578125
S008,3346.165132235243,274.6983642578125
S008,3377.77274425192,267.4793701171875
S008,3409.3803562685957,251.5581512451172
S008,3417.040700815938,261.55853271484375
S008,3440.987968285272,261.55853271484375
S008,3472.5955803019488,265.2282409667969
S008,3504.2031923186246,272.85498046875
S008,3535.8108043353013,289.7340393066406
S008,3540.9986862275655,294.2038269042969
S008,3567.4184163519776,299.5338134765625
S008,3599.026028368654,299.5338134765625
S008,3630.63364038533,287.5166015625
S008,3662.241252402006,274.5884094238281
S008,3664.956671639193,264.4491271972656
S008,3693.8488644186828,264.3040466308594
S008,3725.456476435359,251.8332977294922
S008,3757.0640884520353,237.97767639160156
S008,3788.6717004687116,254.4922332763672
S008,3788.91465705082,264.4530334472656
S008,3820.279312485388,264.4530334472656
S008,3851.886924502064,263.96722412109375
S008,3883.4945365187405,251.7985382080078
S008,3912.8726424624474,235.9147186279297
S008,3915.102148535417,234.9308624267578
S008,3946.709760552093,256.21453857421875
S008,3978.3173725687698,277.38739013671875
S008,4009.924984585446,286.32275390625
S008,4036.830627874075,286.32275390625
S008,4041.532596602122,284.017822265625
S008,4073.1402086187986,279.37054443359375
S008,4104.747820635475,265.89813232421875
S008,4136.355432652152,252.0584716796875
S008,4160.788613285702,242.47157287597656
S008,4167.963044668827,253.44384765625
S008,4199.570656685503,271.87689208984375
S008,4231.17826870218,288.2223815917969
S008,4262.785880718857,300.735595703125
S008,4284.74659869733,304.9871826171875
S008,4294.393492735533,304.9871826171875
S008,4326.001104752209,296.9696960449219
S008,4357.608716768885,283.2336120605469
S008,4389.216328785562,270.6124267578125
S008,4408.704584108957,256.2218017578125
S008,4420.823940802238,256.2218017578125
S008,4452.4315528189145,260.5283508300781
S008,4484.039164835591,276.5382385253906
S008,4515.646776852267,291.9681396484375
S008,4532.662569520584,291.9681396484375
S008,4547.254388868943,298.74542236328125
S008,4578.86200088562,298.74542236328125
S008,4610.469612902296,299.40216064453125
S008,4642.077224918972,305.68731689453125
S008,4656.620554932212,305.68731689453125
S008,4673.6848369356485,305.3985900878906
S008,4705.292448952325,305.3985900878906
S008,4736.900060969001,288.4785461425781
S008,4768.507672985677,270.4479675292969
S008,4780.5785403438385,270.2376403808594
S008,4800.115285002354,270.2376403808594
S008,4831.72289701903,250.56796264648438
S008,4863.330509035707,262.01580810546875
S008,4894.9381210523825,276.8590087890625
S008,4904.536525755466,276.8590087890625
S008,4926.545733069059,275.5881652832031
S008,4958.153345085735,268.4632263183594
S008,4989.760957102412,255.9833221435547
S008,5021.3685691190885,234.39305114746094
S008,5028.494511167094,233.08123779296875
S008,5052.976181135765,253.53060913085938
S008,5084.58379315244,270.8594665527344
S008,5116.1914051691165,288.0013427734375
S008,5147.799017185794,297.9179382324219
S008,5152.452496578721,304.4717102050781
S008,5179.40662920247,304.4717102050781
S008,5211.014241219146,300.010498046875
S008,5242.621853235822,287.38836669921875
S008,5274.229465252498,301.1072998046875
S008,5276.410481990348,309.3165283203125
S008,5305.837077269175,317.5588684082031
S008,5337.444689285851,317.5588684082031
S008,5369.052301302528,315.0748596191406
S008,5400.368467401976,305.9945373535156
S008,5400.659913319204,305.9945373535156
S008,5432.267525335879,292.4982604980469
S008,5463.8751373525565,275.5279235839844
S008,5495.482749369233,262.9507751464844
S008,5524.326452813603,254.61631774902344
S008,5527.090361385909,254.61631774902344
S008,5558.697973402585,241.96456909179688
S008,5590.305585419263,231.58534240722656
S008,5621.913197435938,231.92626953125
S008,5648.28443822523,241.87957763671875
S008,5653.520809452614,255.89830017089844
S008,5685.1284214692905,261.4875793457031
S008,5716.736033485967,261.4875793457031
S008,5748.343645502644,244.96237182617188
S008,5772.242423636858,237.42918395996094
S008,5779.95125751932,237.42918395996094
S008,5811.558869535996,222.84323120117188
S008,5843.166481552672,213.64059448242188
S008,5874.774093569348,228.270751953125
S008,5896.200409048485,238.0721435546875
S008,5906.381705586025,238.0721435546875
S008,5937.989317602702,226.5134735107422
S008,5969.596929619377,224.2071990966797
S008,6001.204541636053,226.0297393798828
S008,6020.158394460112,240.32928466796875
S008,6032.81215365273,245.6693878173828
S008,6064.419765669407,248.68333435058594
S008,6096.027377686083,248.68333435058594
S008,6127.634989702759,241.48922729492188
S008,6144.11637987174,219.23544311523438
S008,6159.242601719435,216.90191650390625
S008,6190.850213736112,196.55072021484375
S008,6222.457825752788,192.41534423828125
S008,6254.065437769465,192.41534423828125
S008,6268.074365283367,190.67898559570312
S008,6285.673049786141,199.82032775878906
S008,6317.280661802817,218.56076049804688
S008,6348.888273819493,218.56076049804688
S008,6380.49588583617,212.3238067626953
S008,6392.032350694994,200.58766174316406
S008,6412.103497852846,203.32150268554688
S008,6443.711109869522,221.8558807373047
S008,6475.318721886199,229.89999389648438
S008,6506.926333902875,231.56979370117188
S008,6515.990336106622,241.39601135253906
S008,6538.533945919551,245.1039276123047
S008,6570.141557936227,247.53948974609375
S008,6601.749169952904,247.95494079589844
S008,6633.35678196958,247.95494079589844
S008,6639.948321518249,236.06332397460938
S008,6664.964393986257,241.52883911132812
S008,6696.5720060029325,241.52883911132812
S008,6728.179618019609,245.50759887695312
S008,6759.787230036285,250.45384216308594
S008,6763.906306929876,254.71351623535156
S008,6791.394842052962,254.71351623535156
S008,6823.002454069639,246.42410278320312
S008,6854.610066086315,231.8065643310547
S008,6886.21767810299,217.213134765625
S008,6887.864292341504,202.55966186523438
S008,6917.8252901196665,202.85975646972656
S008,6949.432902136344,202.85975646972656
S008,6981.04051415302,202.4349822998047
S008,7011.822277753131,191.31826782226562
S008,7012.648126169696,199.54124450683594
S008,7044.255738186373,206.4857177734375
S008,7075.863350203048,206.4857177734375
S008,7107.470962219725,204.43264770507812
S008,7135.780263164758,208.28152465820312
S008,7139.078574236401,221.5296173095703
S008,7170.686186253078,221.5296173095703
S008,7202.293798269754,213.6440887451172
S008,7233.901410286429,218.54214477539062
S008,7259.738248576386,218.54214477539062
S008,7265.509022303107,223.51820373535156
S008,7297.116634319783,225.15780639648438
S008,7328.724246336459,230.05514526367188
S008,7360.331858353135,230.2826385498047
S008,7383.696233988013,230.2826385498047
S008,7391.939470369812,219.0988006591797
S008,7423.547082386488,226.18600463867188
S008,7455.154694403164,237.24539184570312
S008,7486.762306419841,252.37945556640625
S008,7507.65421939964,252.37945556640625
S008,7518.369918436517,239.03366088867188
S008,7549.977530453194,236.01766967773438
S008,7581.58514246987,240.59654235839844
S008,7613.192754486546,255.05564880371094
S008,7631.6122048112675,255.05564880371094
S008,7644.800366503222,267.1428527832031
S008,7676.407978519898,285.2511901855469
S008,7708.0155905365755,307.96917724609375
S008,7739.623202553252,322.9093322753906
S008,7755.570190222895,322.9093322753906
S008,7771.230814569927,314.31085205078125
S008,7802.838426586603,306.58551025390625
S008,7834.44603860328,295.6534423828125
S008,7866.053650619957,283.3652648925781
S008,7879.528175634522,276.72137451171875
S008,7897.661262636633,258.8279724121094
S008,7929.2688746533095,260.3319091796875
S008,7960.876486669985,261.23358154296875
S008,7992.484098686662,261.23358154296875
S008,8003.48616104615,260.12530517578125
S008,8024.091710703338,253.4600830078125
S008,8055.699322720015,252.99481201171875
S008,8079.110448788476,248.2891845703125
S012,0.0,128.7255401611328
S012,17.03765276431622,129.26283264160156
S012,38.68106951652988,132.31642150878906
S012,56.30577474403411,133.27137756347656
S012,83.3577494844891,134.4770050048828
S012,95.573896723752,141.8726348876953
S012,128.03442945244834,144.63507080078125
S012,134.84201870346988,146.04852294921875
S012,172.71110942040755,146.04852294921875
S012,174.11014068318778,141.21533203125
S012,213.37826266290568,139.6374053955078
S012,217.38778938836677,136.2056884765625
S012,252.64638464262356,134.9976043701172
S012,262.064469356326,134.9976043701172
S012,291.91450662234143,135.2376251220703
S012,306.74114932428523,136.348388671875
S012,331.18262860205937,138.6898193359375
S012,351.41782929224445,140.08653259277344
S012,370.45075058177724,147.76934814453125
S012,396.0945092602037,147.76934814453125
S012,409.7188725614951,148.8672637939453
S012,440.77118922816294,151.2235107421875
S012,448.98699454121305,151.2235107421875
S012,485.4478691961221,163.7376251220703
S012,488.25511652093087,163.7376251220703
S012,527.5232385006487,157.69105529785156
S012,530.1245491640814,165.53012084960938
S012,566.7913604803666,165.53012084960938
S012,574.8012291320406,172.2777862548828
S012,606.0594824600846,172.2777862548828
S012,619.4779090999998,167.01487731933594
S012,645.3276044398025,167.01487731933594
S012,664.154589067959,161.2673797607422
S012,684.5957264195204,161.2673797607422
S012,708.8312690359182,164.5654296875
S012,723.8638483992382,169.6546630859375
S012,753.5079490038775,180.1864471435547
S012,763.1319703789561,180.1864471435547
S012,798.1846289718368,179.8877716064453
S012,802.4000923586741,173.6026153564453
S012,841.668214338392,179.79458618164062
S012,842.8613089397959,183.01461791992188
S012,880.9363363181099,185.03602600097656
S012,887.5379889077551,185.03602600097656
S012,920.2044582978277,175.17872619628906
S012,932.2146688757144,163.51119995117188
S012,959.4725802775455,147.08534240722656
S012,976.8913488436735,154.93922424316406
S012,998.7407022572635,154.93922424316406
S012,1021.5680288116329,165.18975830078125
S012,1038.0088242369814,165.18975830078125
S012,1066.244708779592,177.6822052001953
S012,1077.2769462166993,177.6822052001953
S012,1110.9213887475512,182.31149291992188
S012,1116.545068196417,182.31149291992188
S012,1155.5980687155106,176.36582946777344
S012,1155.813190176135,176.36582946777344
S012,1195.0813121558529,185.62864685058594
S012,1200.2747486834699,185.62864685058594
S012,1234.3494341355708,187.70187377929688
S012,1244.9514286514288,187.70187377929688
S012,1273.6175561152886,177.8864288330078
S012,1289.6281086193883,177.8864288330078
S012,1312.8856780950066,159.35780334472656
S012,1334.3047885873475,156.47337341308594
S012,1352.1538000747246,148.2489013671875
S012,1378.9814685553065,146.22364807128906
S012,1391.4219220544423,146.22364807128906
S012,1423.658148523266,148.5589599609375
S012,1430.6900440341603,148.9412384033203
S012,1468.3348284912252,150.80551147460938
S012,1469.958166013878,150.99423217773438
S012,1509.226287993596,154.9879150390625
S012,1513.0115084591844,154.9879150390625
S012,1548.494409973314,149.67222595214844
S012,1557.6881884271436,150.69508361816406
S012,1587.7625319530318,151.48342895507812
S012,1602.3648683951028,162.1238555908203
S012,1627.0306539327498,169.26873779296875
S012,1647.041548363062,176.15769958496094
S012,1666.2987759124676,190.5690155029297
S012,1691.7182283310212,190.5690155029297
S012,1705.5668978921856,194.4901123046875
S012,1736.3949082989805,194.4901123046875
S012,1744.8350198719036,187.8685302734375
S012,1781.0715882669397,187.8685302734375
S012,1784.1031418516213,172.8196563720703
S012,1823.3712638313393,166.96018981933594
S012,1825.748268234899,165.34585571289062
S012,1862.6393858110569,165.30047607421875
S012,1870.4249482028579,182.1112823486328
S012,1901.9075077907748,182.1112823486328
S012,1915.1016281708175,190.66192626953125
S012,1941.1756297704928,190.66192626953125
S012,1959.7783081387765,186.18115234375
S012,1980.4437517502106,187.85009765625
S012,2004.4549881067358,196.10739135742188
S012,2019.7118737299286,200.5380096435547
S012,2049.131668074695,213.41920471191406
S012,2058.9799957096466,213.41920471191406
S012,2093.808348042654,218.2115936279297
S012,2098.2481176893643,218.2115936279297
S012,2137.516239669082,219.55093383789062
S012,2138.4850280106134,230.4595184326172
S012,2176.7843616488003,233.72103881835938
S012,2183.161707978573,247.2608642578125
S012,2216.052483628518,253.19757080078125
S012,2227.838387946532,267.7915954589844
S012,2255.320605608236,280.0849304199219
S012,2272.5150679144913,297.2634582519531
S012,2294.588727587954,309.84619140625
S012,2317.1917478824503,329.1663513183594
S012,2333.856849567672,329.1663513183594
S012,2361.8684278504093,344.1709289550781
S012,2373.1249715473896,344.1709289550781
S012,2406.5451078183687,343.6112060546875
S012,2412.3930935271073,343.6112060546875
S012,2451.221787786328,332.78143310546875
S012,2451.6612155068256,327.5497741699219
S012,2490.9293374865433,323.1469421386719
S012,2495.898467754287,319.877197265625
S012,2530.197459466261,300.39471435546875
S012,2540.5751477222466,299.0216064453125
S012,2569.4655814459793,281.7724609375
S012,2585.2518276902056,281.7724609375
S012,2608.733703425697,283.6560974121094
S012,2629.928507658165,283.6560974121094
S012,2648.001825405415,286.2397155761719
