service_id,model,rated_payload_kg,full_load_maximum_reserve_percent,empty_roundtrip_maximum_reserve_percent,samples
S004,B,30,20.755037686207956,42.18703797898967,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":27.413001358509064,""limiting_factor"":""energy_reserve""},{""reserve_percent"":30,""safe_payload_kg"":23.44297617673874,""limiting_factor"":""energy_reserve""},{""reserve_percent"":35,""safe_payload_kg"":17.82777339220047,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":8.66939127445221,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":50,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S004,C,80,3.559447017294748,39.200174189984,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":78.95869493484497,""limiting_factor"":""energy_reserve""},{""reserve_percent"":10,""safe_payload_kg"":74.88516449928284,""limiting_factor"":""energy_reserve""},{""reserve_percent"":15,""safe_payload_kg"":69.91440713405609,""limiting_factor"":""energy_reserve""},{""reserve_percent"":20,""safe_payload_kg"":63.69825065135956,""limiting_factor"":""energy_reserve""},{""reserve_percent"":25,""safe_payload_kg"":55.66281259059906,""limiting_factor"":""energy_reserve""},{""reserve_percent"":30,""safe_payload_kg"":44.749258160591125,""limiting_factor"":""energy_reserve""},{""reserve_percent"":35,""safe_payload_kg"":28.49576473236084,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":45,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":50,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S005,A,25,50.11411085804238,55.81237572415614,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S005,B,30,45.54355997183202,60.251863017196484,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":25.769942700862885,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":2.560676336288452,""limiting_factor"":""energy_reserve""}]"
S005,C,80,33.84196481273808,58.28874375336663,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":78.7723833322525,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":72.48139321804047,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":63.91346037387848,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":51.43826365470886,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S006,A,25,69.11816443363475,72.805453000345,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""}]"
S006,B,30,66.24943414681861,75.46036647285786,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""}]"
S006,C,80,59.334102642995965,74.53311026118644,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":78.84344220161438,""limiting_factor"":""energy_reserve""}]"
S007,A,25,55.15616686477751,60.49859011506131,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":5.0498902797698975,""limiting_factor"":""energy_reserve""}]"
S007,B,30,51.00460951446675,64.24157684331632,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":50,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":60,""safe_payload_kg"":17.001226544380188,""limiting_factor"":""energy_reserve""}]"
S007,C,80,41.50487287058413,63.306834231139085,"[{""reserve_percent"":0,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":30,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":35,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":40,""safe_payload_kg"":80,""limiting_factor"":""rated_payload""},{""reserve_percent"":45,""safe_payload_kg"":75.39669394493103,""limiting_factor"":""energy_reserve""},{""reserve_percent"":50,""safe_payload_kg"":66.65425896644592,""limiting_factor"":""energy_reserve""},{""reserve_percent"":60,""safe_payload_kg"":31.848825216293335,""limiting_factor"":""energy_reserve""}]"
S008,A,25,24.729100897210763,33.3236181743511,"[{""reserve_percent"":0,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":25,""limiting_factor"":""rated_payload""},{""reserve_percent"":25,""safe_payload_kg"":24.563053995370865,""limiting_factor"":""energy_reserve""},{""reserve_percent"":30,""safe_payload_kg"":14.213552325963974,""limiting_factor"":""energy_reserve""},{""reserve_percent"":35,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":40,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":45,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":50,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S008,B,30,17.821068753133652,40.15734238780637,"[{""reserve_percent"":0,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":5,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":10,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":15,""safe_payload_kg"":30,""limiting_factor"":""rated_payload""},{""reserve_percent"":20,""safe_payload_kg"":28.80136013031006,""limiting_factor"":""energy_reserve""},{""reserve_percent"":25,""safe_payload_kg"":25.480684340000153,""limiting_factor"":""energy_reserve""},{""reserve_percent"":30,""safe_payload_kg"":21.001091301441193,""limiting_factor"":""energy_reserve""},{""reserve_percent"":35,""safe_payload_kg"":14.44529414176941,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":1.3978931307792664,""limiting_factor"":""energy_reserve""},{""reserve_percent"":45,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":50,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
S008,C,80,-0.47498008429660565,36.705170887197845,"[{""reserve_percent"":0,""safe_payload_kg"":79.67744767665863,""limiting_factor"":""energy_reserve""},{""reserve_percent"":5,""safe_payload_kg"":75.93930304050446,""limiting_factor"":""energy_reserve""},{""reserve_percent"":10,""safe_payload_kg"":71.4380270242691,""limiting_factor"":""energy_reserve""},{""reserve_percent"":15,""safe_payload_kg"":65.90244710445404,""limiting_factor"":""energy_reserve""},{""reserve_percent"":20,""safe_payload_kg"":58.904165625572205,""limiting_factor"":""energy_reserve""},{""reserve_percent"":25,""safe_payload_kg"":49.70434486865997,""limiting_factor"":""energy_reserve""},{""reserve_percent"":30,""safe_payload_kg"":36.813374161720276,""limiting_factor"":""energy_reserve""},{""reserve_percent"":35,""safe_payload_kg"":15.681818127632141,""limiting_factor"":""energy_reserve""},{""reserve_percent"":40,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":45,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":50,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""},{""reserve_percent"":60,""safe_payload_kg"":null,""limiting_factor"":""empty_roundtrip_infeasible""}]"
