service_id,model,counts,box_count,mass_kg,volume_m3,horizontal_out_kwh,horizontal_return_kwh,climb_out_kwh,climb_return_kwh,energy_kwh,flight_time_s,work_time_s,critical_reserve_percent,return_soc_percent,payload_limit_kg,volume_limit_m3
S001,C,"[0,0,1,2]",3,20.0,0.098,1.007512942685353,0.9396995715430697,0.049440192864909104,0.023552066236553017,2.020204773329885,618.1750458620229,1296.175045862023,74.74744033337643,74.74744033337643,80,0.25
S001,A,"[0,0,2,0]",2,16.0,0.056,0.6124378892075487,0.5497242493526958,0.047295401405808485,0.023585760179666824,1.2330433001457197,680.9069627433815,1250.9069627433814,72.59903777453955,72.59903777453955,25,0.06
S001,B,"[0,0,2,0]",2,16.0,0.056,0.5237092350959088,0.4362890867878538,0.0445456687659359,0.021901063023976337,1.026445053673675,579.1061758262156,1149.1061758262156,74.33887365815812,74.33887365815812,30,0.073
S001,C,"[0,0,2,0]",2,16.0,0.056,0.9872468240476521,0.9396995715430697,0.04724040675301104,0.023552066236553017,1.9977388685802857,618.1750458620229,1230.175045862023,75.02826414274642,75.02826414274642,80,0.25
S001,C,"[0,0,2,1]",3,22.0,0.091,1.0188126051674669,0.9396995715430697,0.05054008592085814,0.023552066236553017,2.032604328867948,618.1750458620229,1296.175045862023,74.59244588915065,74.59244588915065,80,0.25
S001,C,"[0,0,2,2]",4,28.0,0.126,1.0576191934252293,0.9396995715430697,0.05383976508870525,0.023552066236553017,2.0747105962935573,618.1750458620229,1362.175045862023,74.06611754633053,74.06611754633053,80,0.25
S001,C,"[0,0,3,0]",3,24.0,0.084,1.0309129553074574,0.9396995715430697,0.05163997897680718,0.023552066236553017,2.0458045720638878,618.1750458620229,1296.175045862023,74.4274428492014,74.4274428492014,80,0.25
S001,C,"[0,0,3,1]",4,30.0,0.119,1.0722905821910493,0.9396995715430697,0.05493965814465428,0.023552066236553017,2.0904818781153267,618.1750458620229,1362.175045862023,73.86897652355842,73.86897652355842,80,0.25
S001,C,"[0,0,3,2]",5,36.0,0.154,1.1220895520774237,0.9396995715430697,0.05823933731250139,0.023552066236553017,2.143580527169548,618.1750458620229,1428.175045862023,73.20524341038065,73.20524341038065,80,0.25
S001,A,"[0,1,0,0]",1,14.0,0.027,0.6000132337968099,0.5497242493526958,0.04619550834985945,0.023585760179666824,1.219518751679032,680.9069627433815,1190.9069627433814,72.8995832960215,72.8995832960215,25,0.06
S001,B,"[0,1,0,0]",1,14.0,0.027,0.505330357352305,0.4362890867878538,0.04344577570998687,0.021901063023976337,1.0069662828741222,579.1061758262156,1089.1061758262156,74.82584292814694,74.82584292814694,30,0.073
S001,C,"[0,1,0,0]",1,14.0,0.027,0.9782622374743847,0.9396995715430697,0.046140513697062006,0.023552066236553017,1.9876543889510694,618.1750458620229,1164.175045862023,75.15432013811163,75.15432013811163,80,0.25
S001,B,"[0,1,0,1]",2,20.0,0.062,0.5690366529457966,0.4362890867878538,0.04674545487783397,0.021901063023976337,1.0739722576354607,579.1061758262156,1149.1061758262156,73.15069355911348,73.15069355911348,30,0.073
S001,C,"[0,1,0,1]",2,20.0,0.062,1.007512942685353,0.9396995715430697,0.049440192864909104,0.023552066236553017,2.020204773329885,618.1750458620229,1230.175045862023,74.74744033337643,74.74744033337643,80,0.25
S001,C,"[0,1,0,2]",3,26.0,0.097,1.0438384828065939,0.9396995715430697,0.052739872032756215,0.023552066236553017,2.059829992618973,618.1750458620229,1296.175045862023,74.25212509226284,74.25212509226284,80,0.25
S001,A,"[0,1,1,0]",2,22.0,0.055,0.6584333263350424,0.5497242493526958,0.05059508057365559,0.023585760179666824,1.2823384164410607,680.9069627433815,1250.9069627433814,71.50359074575421,71.50359074575421,25,0.06
S001,B,"[0,1,1,0]",2,22.0,0.055,0.5969515585769961,0.4362890867878538,0.047845347933783006,0.021901063023976337,1.1029870563226094,579.1061758262156,1149.1061758262156,72.42532359193477,72.42532359193477,30,0.073
S001,C,"[0,1,1,0]",2,22.0,0.055,1.0188126051674669,0.9396995715430697,0.05054008592085814,0.023552066236553017,2.032604328867948,618.1750458620229,1230.175045862023,74.59244588915065,74.59244588915065,80,0.25
S001,C,"[0,1,1,1]",3,28.0,0.09,1.0576191934252293,0.9396995715430697,0.05383976508870525,0.023552066236553017,2.0747105962935573,618.1750458620229,1296.175045862023,74.06611754633053,74.06611754633053,80,0.25
S001,C,"[0,1,1,2]",4,34.0,0.125,1.104475679244991,0.9396995715430697,0.057139444256552346,0.023552066236553017,2.124866761281166,618.1750458620229,1362.175045862023,73.43916548398542,73.43916548398542,80,0.25
S001,C,"[0,1,2,0]",3,30.0,0.083,1.0722905821910493,0.9396995715430697,0.05493965814465428,0.023552066236553017,2.0904818781153267,618.1750458620229,1296.175045862023,73.86897652355842,73.86897652355842,80,0.25
S001,C,"[0,1,2,1]",4,36.0,0.118,1.1220895520774237,0.9396995715430697,0.05823933731250139,0.023552066236553017,2.143580527169548,618.1750458620229,1362.175045862023,73.20524341038065,73.20524341038065,80,0.25
S001,C,"[0,1,2,2]",5,42.0,0.153,1.1817593909664077,0.9396995715430697,0.061539016480348485,0.023552066236553017,2.206550045226379,618.1750458620229,1428.175045862023,72.41812443467026,72.41812443467026,80,0.25
S001,C,"[0,1,3,0]",4,38.0,0.111,1.140795288585854,0.9396995715430697,0.05933923036845042,0.023552066236553017,2.1633861567339276,618.1750458620229,1362.175045862023,72.9576730408259,72.9576730408259,80,0.25
S001,C,"[0,1,3,1]",5,44.0,0.146,1.2041773404331806,0.9396995715430697,0.06263890953629753,0.023552066236553017,2.230067887749101,618.1750458620229,1428.175045862023,72.12415140313624,72.12415140313624,80,0.25
S001,C,"[0,1,3,2]",6,50.0,0.181,1.2803441007482654,0.9396995715430697,0.06593858870414462,0.023552066236553017,2.309534327232033,618.1750458620229,1494.175045862023,71.13082090959959,71.13082090959959,80,0.25
S001,B,"[0,2,0,0]",2,28.0,0.054,0.711074303493362,0.4362890867878538,0.05114502710163011,0.021901063023976337,1.2204094804068222,579.1061758262156,1149.1061758262156,69.48976298982944,69.48976298982944,30,0.073
S001,C,"[0,2,0,0]",2,28.0,0.054,1.0576191934252293,0.9396995715430697,0.05383976508870525,0.023552066236553017,2.0747105962935573,618.1750458620229,1230.175045862023,74.06611754633053,74.06611754633053,80,0.25
S001,C,"[0,2,0,1]",3,34.0,0.089,1.104475679244991,0.9396995715430697,0.057139444256552346,0.023552066236553017,2.124866761281166,618.1750458620229,1296.175045862023,73.43916548398542,73.43916548398542,80,0.25
S001,C,"[0,2,0,2]",4,40.0,0.124,1.1606601309572726,0.9396995715430697,0.06043912342439946,0.023552066236553017,2.184350892161295,618.1750458620229,1362.175045862023,72.69561384798382,72.69561384798382,80,0.25
S001,C,"[0,2,1,0]",3,36.0,0.082,1.1220895520774237,0.9396995715430697,0.05823933731250139,0.023552066236553017,2.143580527169548,618.1750458620229,1296.175045862023,73.20524341038065,73.20524341038065,80,0.25
S001,C,"[0,2,1,1]",4,42.0,0.117,1.1817593909664077,0.9396995715430697,0.061539016480348485,0.023552066236553017,2.206550045226379,618.1750458620229,1362.175045862023,72.41812443467026,72.41812443467026,80,0.25
S001,C,"[0,2,1,2]",5,48.0,0.152,1.253357748136343,0.9396995715430697,0.0648386956481956,0.023552066236553017,2.2814480815641613,618.1750458620229,1428.175045862023,71.481898980448,71.481898980448,80,0.25
S001,C,"[0,2,2,0]",4,44.0,0.11,1.2041773404331806,0.9396995715430697,0.06263890953629753,0.023552066236553017,2.230067887749101,618.1750458620229,1362.175045862023,72.12415140313624,72.12415140313624,80,0.25
S001,C,"[0,2,2,1]",5,50.0,0.145,1.2803441007482654,0.9396995715430697,0.06593858870414462,0.023552066236553017,2.309534327232033,618.1750458620229,1428.175045862023,71.13082090959959,71.13082090959959,80,0.25
S001,C,"[0,2,2,2]",6,56.0,0.18,1.3725384561166583,0.9396995715430697,0.06923826787199173,0.023552066236553017,2.405028361768273,618.1750458620229,1494.175045862023,69.93714547789659,69.93714547789659,80,0.25
S001,C,"[0,2,3,0]",5,52.0,0.138,1.3091001785730574,0.9396995715430697,0.06703848176009367,0.023552066236553017,2.339390298112774,618.1750458620229,1428.175045862023,70.75762127359033,70.75762127359033,80,0.25
S001,C,"[0,2,3,1]",6,58.0,0.173,1.4075798483690272,0.9396995715430697,0.07033816092794076,0.023552066236553017,2.441169647076591,618.1750458620229,1494.175045862023,69.48537941154261,69.48537941154261,80,0.25
S001,C,"[0,2,3,2]",7,64.0,0.208,1.528691887658852,0.9396995715430697,0.07363784009578787,0.023552066236553017,2.5655813655342627,618.1750458620229,1560.175045862023,67.93023293082172,67.93023293082172,80,0.25
S001,C,"[0,3,0,0]",3,42.0,0.081,1.1817593909664077,0.9396995715430697,0.061539016480348485,0.023552066236553017,2.206550045226379,618.1750458620229,1296.175045862023,72.41812443467026,72.41812443467026,80,0.25
S001,C,"[0,3,0,1]",4,48.0,0.116,1.253357748136343,0.9396995715430697,0.0648386956481956,0.023552066236553017,2.2814480815641613,618.1750458620229,1362.175045862023,71.481898980448,71.481898980448,80,0.25
S001,C,"[0,3,0,2]",5,54.0,0.151,1.3397754434089344,0.9396995715430697,0.0681383748160427,0.023552066236553017,2.3711654560046003,618.1750458620229,1428.175045862023,70.36043179994249,70.36043179994249,80,0.25
S001,C,"[0,3,1,0]",4,50.0,0.109,1.2803441007482654,0.9396995715430697,0.06593858870414462,0.023552066236553017,2.309534327232033,618.1750458620229,1362.175045862023,71.13082090959959,71.13082090959959,80,0.25
S001,C,"[0,3,1,1]",5,56.0,0.144,1.3725384561166583,0.9396995715430697,0.06923826787199173,0.023552066236553017,2.405028361768273,618.1750458620229,1428.175045862023,69.93714547789659,69.93714547789659,80,0.25
S001,C,"[0,3,1,2]",6,62.0,0.179,1.4853927827407958,0.9396995715430697,0.07253794703983883,0.023552066236553017,2.5211823675602574,618.1750458620229,1494.175045862023,68.48522040549679,68.48522040549679,80,0.25
S001,C,"[0,3,2,0]",5,58.0,0.137,1.4075798483690272,0.9396995715430697,0.07033816092794076,0.023552066236553017,2.441169647076591,618.1750458620229,1428.175045862023,69.48537941154261,69.48537941154261,80,0.25
S001,C,"[0,3,2,1]",6,64.0,0.172,1.528691887658852,0.9396995715430697,0.07363784009578787,0.023552066236553017,2.5655813655342627,618.1750458620229,1494.175045862023,67.93023293082172,67.93023293082172,80,0.25
S001,C,"[0,3,2,2]",7,70.0,0.207,1.680207418948378,0.9396995715430697,0.07693751926363497,0.023552066236553017,2.7203965759916358,618.1750458620229,1560.175045862023,65.99504280010456,65.99504280010456,80,0.25
S001,C,"[0,3,3,0]",6,66.0,0.165,1.5753360724061511,0.9396995715430697,0.07473773315173692,0.023552066236553017,2.613325443337511,618.1750458620229,1494.175045862023,67.33343195828112,67.33343195828112,80,0.25
S001,C,"[0,3,3,1]",7,72.0,0.2,1.7393679239488213,0.9396995715430697,0.07803741231958401,0.023552066236553017,2.780656974048028,618.1750458620229,1560.175045862023,65.24178782439964,65.24178782439964,80,0.25
S001,C,"[0,3,3,2]",8,78.0,0.235,1.9511870756376157,0.9396995715430697,0.08133709148743111,0.023552066236553017,2.9957758049046697,618.1750458620229,1626.175045862023,62.552802438691636,62.552802438691636,80,0.25
S001,C,"[0,4,0,0]",4,56.0,0.108,1.3725384561166583,0.9396995715430697,0.06923826787199173,0.023552066236553017,2.405028361768273,618.1750458620229,1362.175045862023,69.93714547789659,69.93714547789659,80,0.25
S001,C,"[0,4,0,1]",5,62.0,0.143,1.4853927827407958,0.9396995715430697,0.07253794703983883,0.023552066236553017,2.5211823675602574,618.1750458620229,1428.175045862023,68.48522040549679,68.48522040549679,80,0.25
S001,C,"[0,4,0,2]",6,68.0,0.178,1.6256975270680067,0.9396995715430697,0.07583762620768594,0.023552066236553017,2.664786791055316,618.1750458620229,1494.175045862023,66.69016511180855,66.69016511180855,80,0.25
S001,C,"[0,4,1,0]",5,64.0,0.136,1.528691887658852,0.9396995715430697,0.07363784009578787,0.023552066236553017,2.5655813655342627,618.1750458620229,1428.175045862023,67.93023293082172,67.93023293082172,80,0.25
S001,C,"[0,4,1,1]",6,70.0,0.171,1.680207418948378,0.9396995715430697,0.07693751926363497,0.023552066236553017,2.7203965759916358,618.1750458620229,1494.175045862023,65.99504280010456,65.99504280010456,80,0.25
S001,C,"[0,4,1,2]",7,76.0,0.206,1.874099259375722,0.9396995715430697,0.08023719843148208,0.023552066236553017,2.917588095586827,618.1750458620229,1560.175045862023,63.53014880516466,63.53014880516466,80,0.25
S001,C,"[0,4,2,0]",6,72.0,0.164,1.7393679239488213,0.9396995715430697,0.07803741231958401,0.023552066236553017,2.780656974048028,618.1750458620229,1494.175045862023,65.24178782439964,65.24178782439964,80,0.25
S001,C,"[0,4,2,1]",7,78.0,0.199,1.9511870756376157,0.9396995715430697,0.08133709148743111,0.023552066236553017,2.9957758049046697,618.1750458620229,1560.175045862023,62.552802438691636,62.552802438691636,80,0.25
S001,C,"[0,4,3,0]",7,80.0,0.192,2.0360157383433175,0.9396995715430697,0.08243698454338014,0.023552066236553017,3.0817043606663206,618.1750458620229,1560.175045862023,61.478695491671,61.478695491671,80,0.25
S001,C,"[0,5,0,0]",5,70.0,0.135,1.680207418948378,0.9396995715430697,0.07693751926363497,0.023552066236553017,2.7203965759916358,618.1750458620229,1428.175045862023,65.99504280010456,65.99504280010456,80,0.25
S001,C,"[0,5,0,1]",6,76.0,0.17,1.874099259375722,0.9396995715430697,0.08023719843148208,0.023552066236553017,2.917588095586827,618.1750458620229,1494.175045862023,63.53014880516466,63.53014880516466,80,0.25
S001,C,"[0,5,1,0]",6,78.0,0.163,1.9511870756376157,0.9396995715430697,0.08133709148743111,0.023552066236553017,2.9957758049046697,618.1750458620229,1494.175045862023,62.552802438691636,62.552802438691636,80,0.25
S001,A,"[1,0,0,0]",1,3.0,0.012,0.5543328864259569,0.5497242493526958,0.04014609654213976,0.023585760179666824,1.1677889925004594,680.9069627433815,1190.9069627433814,74.04913349998978,74.04913349998978,25,0.06
S001,B,"[1,0,0,0]",1,3.0,0.012,0.4422831820423134,0.4362890867878538,0.03739636390226718,0.021901063023976337,0.9378696957564107,579.1061758262156,1089.1061758262156,76.55325760608973,76.55325760608973,30,0.073
S001,C,"[1,0,0,0]",1,3.0,0.012,0.943388431223155,0.9396995715430697,0.04009110188934231,0.023552066236553017,1.94673117089212,618.1750458620229,1164.175045862023,75.66586036384851,75.66586036384851,80,0.25
S001,A,"[1,0,0,1]",2,9.0,0.047,0.574544574992366,0.5497242493526958,0.04344577570998687,0.023585760179666824,1.1913003602347154,680.9069627433815,1250.9069627433814,73.52665866145077,73.52665866145077,25,0.06
S001,B,"[1,0,0,1]",2,9.0,0.047,0.469340753358393,0.4362890867878538,0.04069604307011428,0.021901063023976337,0.9682269462403374,579.1061758262156,1149.1061758262156,75.79432634399157,75.79432634399157,30,0.073
S001,C,"[1,0,0,1]",2,9.0,0.047,0.9591884758733232,0.9396995715430697,0.043390781057189416,0.023552066236553017,1.9658308947101353,618.1750458620229,1230.175045862023,75.42711381612331,75.42711381612331,80,0.25
S001,C,"[1,0,0,2]",3,15.0,0.082,0.982659096940717,0.9396995715430697,0.04669046022503652,0.023552066236553017,1.992601194945376,618.1750458620229,1296.175045862023,75.0924850631828,75.0924850631828,80,0.25
S001,A,"[1,0,1,0]",2,11.0,0.04,0.5838023056663539,0.5497242493526958,0.0445456687659359,0.023585760179666824,1.2016579839646522,680.9069627433815,1250.9069627433814,73.29648924522996,73.29648924522996,25,0.06
S001,B,"[1,0,1,0]",2,11.0,0.04,0.4821698239930684,0.4362890867878538,0.04179593612606332,0.021901063023976337,0.9821559099309619,579.1061758262156,1149.1061758262156,75.44610225172596,75.44610225172596,30,0.073
S001,C,"[1,0,1,0]",2,11.0,0.04,0.9662265447958294,0.9396995715430697,0.04449067411313845,0.023552066236553017,1.9739688566885902,618.1750458620229,1230.175045862023,75.32538929139263,75.32538929139263,80,0.25
S001,C,"[1,0,1,1]",3,17.0,0.075,0.9920253705213281,0.9396995715430697,0.047790353280985555,0.023552066236553017,2.0030673615819365,618.1750458620229,1296.175045862023,74.9616579802258,74.9616579802258,80,0.25
S001,C,"[1,0,1,2]",4,23.0,0.11,1.0247612944173796,0.9396995715430697,0.05109003244883266,0.023552066236553017,2.0391029646458354,618.1750458620229,1362.175045862023,74.51121294192706,74.51121294192706,80,0.25
S001,B,"[1,0,2,0]",3,19.0,0.068,0.5564975308366638,0.4362890867878538,0.04619550834985945,0.021901063023976337,1.0608831889983534,579.1061758262156,1209.1061758262156,73.47792027504116,73.47792027504116,30,0.073
S001,C,"[1,0,2,0]",3,19.0,0.068,1.002157272054549,0.9396995715430697,0.04889024633693459,0.023552066236553017,2.0142991561711066,618.1750458620229,1296.175045862023,74.82126054786117,74.82126054786117,80,0.25
S001,C,"[1,0,2,1]",4,25.0,0.103,1.0372708247028661,0.9396995715430697,0.052189925504781694,0.023552066236553017,2.0527123879872704,618.1750458620229,1362.175045862023,74.34109515015912,74.34109515015912,80,0.25
S001,C,"[1,0,2,2]",5,31.0,0.138,1.0799729013126,0.9396995715430697,0.0554896046726288,0.023552066236553017,2.0987141437648518,618.1750458620229,1428.175045862023,73.76607320293935,73.76607320293935,80,0.25
S001,C,"[1,0,3,0]",4,27.0,0.096,1.050619851205585,0.9396995715430697,0.05328981856073073,0.023552066236553017,2.0671613075459385,618.1750458620229,1362.175045862023,74.16048365567576,74.16048365567576,80,0.25
S001,C,"[1,0,3,1]",5,33.0,0.131,1.0960591995825957,0.9396995715430697,0.05658949772857783,0.023552066236553017,2.1159003350907963,618.1750458620229,1428.175045862023,73.55124581136505,73.55124581136505,80,0.25
S001,C,"[1,0,3,2]",6,39.0,0.166,1.150578313350895,0.9396995715430697,0.05988917689642494,0.023552066236553017,2.173719128026943,618.1750458620229,1494.175045862023,72.82851089966321,72.82851089966321,80,0.25
S001,A,"[1,1,0,0]",2,17.0,0.039,0.6191623629015822,0.5497242493526958,0.047845347933783006,0.023585760179666824,1.2403177203677278,680.9069627433815,1250.9069627433814,72.43738399182827,72.43738399182827,25,0.06
S001,B,"[1,1,0,0]",2,17.0,0.039,0.5338934706580267,0.4362890867878538,0.045095615293910415,0.021901063023976337,1.0371792357637672,579.1061758262156,1149.1061758262156,74.07051910590582,74.07051910590582,30,0.073
S001,C,"[1,1,0,0]",2,17.0,0.039,0.9920253705213281,0.9396995715430697,0.047790353280985555,0.023552066236553017,2.0030673615819365,618.1750458620229,1230.175045862023,74.9616579802258,74.9616579802258,80,0.25
S001,C,"[1,1,0,1]",3,23.0,0.074,1.0247612944173796,0.9396995715430697,0.05109003244883266,0.023552066236553017,2.0391029646458354,618.1750458620229,1296.175045862023,74.51121294192706,74.51121294192706,80,0.25
S001,C,"[1,1,0,2]",4,29.0,0.109,1.064841117757784,0.9396995715430697,0.05438971161667976,0.023552066236553017,2.0824824671540867,618.1750458620229,1362.175045862023,73.96896916057392,73.96896916057392,80,0.25
S001,B,"[1,1,1,0]",3,25.0,0.067,0.647337514901467,0.4362890867878538,0.04949518751770656,0.021901063023976337,1.1550228522310038,579.1061758262156,1209.1061758262156,71.1244286942249,71.1244286942249,30,0.073
S001,C,"[1,1,1,0]",3,25.0,0.067,1.0372708247028661,0.9396995715430697,0.052189925504781694,0.023552066236553017,2.0527123879872704,618.1750458620229,1296.175045862023,74.34109515015912,74.34109515015912,80,0.25
S001,C,"[1,1,1,1]",4,31.0,0.102,1.0799729013126,0.9396995715430697,0.0554896046726288,0.023552066236553017,2.0987141437648518,618.1750458620229,1362.175045862023,73.76607320293935,73.76607320293935,80,0.25
S001,C,"[1,1,1,2]",5,37.0,0.137,1.1313019144867862,0.9396995715430697,0.0587892838404759,0.023552066236553017,2.153342836106885,618.1750458620229,1428.175045862023,73.08321454866393,73.08321454866393,80,0.25
S001,C,"[1,1,2,0]",4,33.0,0.095,1.0960591995825957,0.9396995715430697,0.05658949772857783,0.023552066236553017,2.1159003350907963,618.1750458620229,1362.175045862023,73.55124581136505,73.55124581136505,80,0.25
S001,C,"[1,1,2,1]",5,39.0,0.13,1.150578313350895,0.9396995715430697,0.05988917689642494,0.023552066236553017,2.173719128026943,618.1750458620229,1428.175045862023,72.82851089966321,72.82851089966321,80,0.25
S001,C,"[1,1,2,2]",6,45.0,0.165,1.2159098655114058,0.9396995715430697,0.06318885606427203,0.023552066236553017,2.2423503593553007,618.1750458620229,1494.175045862023,71.97062050805873,71.97062050805873,80,0.25
S001,C,"[1,1,3,0]",5,41.0,0.123,1.171050413300554,0.9396995715430697,0.06098906995237397,0.023552066236553017,2.1952911210325508,618.1750458620229,1428.175045862023,72.55886098709313,72.55886098709313,80,0.25
S001,C,"[1,1,3,1]",6,47.0,0.158,1.240486113778195,0.9396995715430697,0.06428874912022108,0.023552066236553017,2.268026500678039,618.1750458620229,1494.175045862023,71.64966874152452,71.64966874152452,80,0.25
S001,C,"[1,1,3,2]",7,53.0,0.193,1.3241878574146915,0.9396995715430697,0.06758842828806819,0.023552066236553017,2.3550279234823828,618.1750458620229,1560.175045862023,70.56215095647022,70.56215095647022,80,0.25
S001,C,"[1,2,0,0]",3,31.0,0.066,1.0799729013126,0.9396995715430697,0.0554896046726288,0.023552066236553017,2.0987141437648518,618.1750458620229,1296.175045862023,73.76607320293935,73.76607320293935,80,0.25
S001,C,"[1,2,0,1]",4,37.0,0.101,1.1313019144867862,0.9396995715430697,0.0587892838404759,0.023552066236553017,2.153342836106885,618.1750458620229,1362.175045862023,73.08321454866393,73.08321454866393,80,0.25
S001,C,"[1,2,0,2]",5,43.0,0.136,1.1927978848229408,0.9396995715430697,0.062088963008323006,0.023552066236553017,2.218138485610887,618.1750458620229,1428.175045862023,72.27326892986392,72.27326892986392,80,0.25
S001,C,"[1,2,1,0]",4,39.0,0.094,1.150578313350895,0.9396995715430697,0.05988917689642494,0.023552066236553017,2.173719128026943,618.1750458620229,1362.175045862023,72.82851089966321,72.82851089966321,80,0.25
S001,C,"[1,2,1,1]",5,45.0,0.129,1.2159098655114058,0.9396995715430697,0.06318885606427203,0.023552066236553017,2.2423503593553007,618.1750458620229,1428.175045862023,71.97062050805873,71.97062050805873,80,0.25
S001,C,"[1,2,1,2]",6,51.0,0.164,1.294491999000509,0.9396995715430697,0.06648853523211913,0.023552066236553017,2.324232172012251,618.1750458620229,1494.175045862023,70.94709784984687,70.94709784984687,80,0.25
S001,C,"[1,2,2,0]",5,47.0,0.122,1.240486113778195,0.9396995715430697,0.06428874912022108,0.023552066236553017,2.268026500678039,618.1750458620229,1428.175045862023,71.64966874152452,71.64966874152452,80,0.25
S001,C,"[1,2,2,1]",6,53.0,0.157,1.3241878574146915,0.9396995715430697,0.06758842828806819,0.023552066236553017,2.3550279234823828,618.1750458620229,1494.175045862023,70.56215095647022,70.56215095647022,80,0.25
S001,C,"[1,2,2,2]",7,59.0,0.192,1.426021407454549,0.9396995715430697,0.07088810745591528,0.023552066236553017,2.460161152690087,618.1750458620229,1560.175045862023,69.2479855913739,69.2479855913739,80,0.25
S001,C,"[1,2,3,0]",6,55.0,0.15,1.3558846226663355,0.9396995715430697,0.06868832134401721,0.023552066236553017,2.3878245817899755,618.1750458620229,1494.175045862023,70.1521927276253,70.1521927276253,80,0.25
S001,C,"[1,2,3,1]",7,61.0,0.185,1.4648950363227047,0.9396995715430697,0.07198800051186433,0.023552066236553017,2.500134674614192,618.1750458620229,1560.175045862023,68.7483165673226,68.7483165673226,80,0.25
S001,C,"[1,2,3,2]",8,67.0,0.22,1.6000267032087323,0.9396995715430697,0.07528767967971142,0.023552066236553017,2.638566020668067,618.1750458620229,1626.175045862023,67.01792474164915,67.01792474164915,80,0.25
S001,C,"[1,3,0,0]",4,45.0,0.093,1.2159098655114058,0.9396995715430697,0.06318885606427203,0.023552066236553017,2.2423503593553007,618.1750458620229,1362.175045862023,71.97062050805873,71.97062050805873,80,0.25
S001,C,"[1,3,0,1]",5,51.0,0.128,1.294491999000509,0.9396995715430697,0.06648853523211913,0.023552066236553017,2.324232172012251,618.1750458620229,1428.175045862023,70.94709784984687,70.94709784984687,80,0.25
S001,C,"[1,3,0,2]",6,57.0,0.163,1.3897614852997164,0.9396995715430697,0.06978821439996626,0.023552066236553017,2.4228013374793056,618.1750458620229,1494.175045862023,69.71498328150868,69.71498328150868,80,0.25
S001,C,"[1,3,1,0]",5,53.0,0.121,1.3241878574146915,0.9396995715430697,0.06758842828806819,0.023552066236553017,2.3550279234823828,618.1750458620229,1428.175045862023,70.56215095647022,70.56215095647022,80,0.25
S001,C,"[1,3,1,1]",6,59.0,0.156,1.426021407454549,0.9396995715430697,0.07088810745591528,0.023552066236553017,2.460161152690087,618.1750458620229,1494.175045862023,69.2479855913739,69.2479855913739,80,0.25
S001,C,"[1,3,1,2]",7,65.0,0.191,1.5515738421484502,0.9396995715430697,0.07418778662376238,0.023552066236553017,2.5890132665518353,618.1750458620229,1560.175045862023,67.63733416810206,67.63733416810206,80,0.25
S001,C,"[1,3,2,0]",6,61.0,0.149,1.4648950363227047,0.9396995715430697,0.07198800051186433,0.023552066236553017,2.500134674614192,618.1750458620229,1494.175045862023,68.7483165673226,68.7483165673226,80,0.25
