sortie,segment,from,to,payload_kg,volume_m3,distance_m,cruise_altitude_m,climb_m,descent_m,start_s,end_s,flight_s,energy_kwh
Q2-015,2,S001,O01,0.0,0.0,3054.0236075149764,273.0566101074219,89.05661010742188,145.3566101074219,3603.991,3946.322,342.33014803835744,0.5733100095323627
Q2-016,1,O01,S008,14.0,0.027,8079.110448788476,372.9093322753906,245.20933227539064,102.00933227539065,3126.858,3922.658,795.7993810676594,1.6652038133562126
Q2-016,2,S008,O01,0.0,0.0,8079.110448788476,372.9093322753906,102.00933227539065,245.20933227539064,4102.658,4908.005,805.3460477343261,1.4812560409999396
Q2-017,1,O01,S008,25.0,0.067,8079.110448788476,372.9093322753906,245.20933227539064,102.00933227539065,3455.918,4117.066,661.1475402545182,1.7959618045128665
Q2-017,2,S008,O01,0.0,0.0,8079.110448788476,372.9093322753906,102.00933227539065,245.20933227539064,4357.066,5027.761,670.6942069211849,1.1792450700293666
Q2-018,1,O01,S004,48.0,0.116,7714.681646286507,398.2391662597656,270.53916625976564,169.9391662597656,3673.73,4381.228,707.4973593862229,3.2867495678994447
Q2-018,2,S004,O01,0.0,0.0,7714.681646286507,398.2391662597656,169.9391662597656,270.53916625976564,4705.228,5422.786,717.5573593862229,2.4186906067831635
Q2-019,1,O01,S003,14.0,0.027,7263.826967765937,561.8041381835938,434.10413818359376,223.30413818359375,3724.936,4564.278,839.3419486484636,1.5650602464850354
Q2-019,2,S003,O01,0.0,0.0,7263.826967765937,561.8041381835938,223.30413818359375,434.10413818359376,4744.278,5597.674,853.3952819817969,1.3666287411076952
Q2-020,1,O01,S008,6.0,0.035,8079.110448788476,372.9093322753906,245.20933227539064,102.00933227539065,4001.244,4797.044,795.7993810676594,1.5597676345458449
Q2-020,2,S008,O01,0.0,0.0,8079.110448788476,372.9093322753906,102.00933227539065,245.20933227539064,4977.044,5782.391,805.3460477343261,1.4812560409999396
Q2-021,1,O01,S015,25.0,0.067,6009.764892220415,571.7992553710938,444.09925537109376,97.29925537109375,4528.669,5116.273,587.6037800868298,1.425062545459473
Q2-021,2,S015,O01,0.0,0.0,6009.764892220415,571.7992553710938,97.29925537109375,444.09925537109376,5356.273,5966.997,610.7237800868297,0.8824659602930425
Q2-022,1,O01,S003,67.0,0.184,7263.826967765937,561.8041381835938,434.10413818359376,223.30413818359375,5218.274,5987.823,769.5488555496302,4.030420307127749
Q2-022,2,S003,O01,0.0,0.0,7263.826967765937,561.8041381835938,223.30413818359375,434.10413818359376,6419.823,7210.452,790.6288555496302,2.294079083746617
Q2-023,1,O01,S009,25.0,0.067,5705.303446619009,293.2289123535156,165.52891235351564,63.228912353515625,5417.761,5878.583,460.8214321671787,1.2656726124570024
Q2-023,2,S009,O01,0.0,0.0,5705.303446619009,293.2289123535156,63.228912353515625,165.52891235351564,6118.583,6586.225,467.6414321671788,0.8305927892803324
Q2-024,1,O01,S011,70.0,0.196,2808.106412371872,295.36175537109375,167.66175537109376,83.26175537109376,5962.786,6258.689,295.90267399210916,1.6336568219585645
Q2-024,2,S011,S005,45.0,0.129,2802.7636017267305,347.5489196777344,135.44891967773438,152.54891967773438,6546.689,6863.994,317.304934491743,1.1747566013676287
Q2-024,3,S005,O01,0.0,0.0,5280.5933691157215,326.410888671875,131.410888671875,198.710888671875,7223.994,7727.954,503.9593577457356,1.659551112250462
