box,sortie,service,rank,start_s,completion_s,expected_s,hard_s,first,priority,lateness_s,mass_kg,volume_m3
S003-MED-01,Q2-015,S003,3,5989.925,6025.925,7200.0,7200.0,True,20,0,3,0.012
S003-WAT-01,Q2-015,S003,2,5953.925,5989.925,7200.0,7200.0,True,10,0,14,0.027
S003-WAT-02,Q2-015,S003,4,6025.925,6061.925,7200.0,,False,10,0,14,0.027
S003-WAT-03,Q2-016,S003,1,7702.541,7738.541,7200.0,,False,10,538.5410000000002,14,0.027
S003-WAT-04,Q2-015,S003,1,5917.925,5953.925,7200.0,,False,10,0,14,0.027
S004-FOD-01,Q2-012,S004,2,5186.22,5216.22,10800.0,,False,8,0,8,0.028
S004-HYG-01,Q2-013,S004,4,5149.518,5185.518,14400.0,,False,6,0,6,0.035
S004-MED-01,Q2-012,S004,1,5156.22,5186.22,7200.0,7200.0,True,20,0,3,0.012
S004-WAT-01,Q2-013,S004,3,5113.518,5149.518,7200.0,7200.0,True,10,0,14,0.027
S004-WAT-02,Q2-013,S004,2,5077.518,5113.518,7200.0,,False,10,0,14,0.027
S004-WAT-03,Q2-013,S004,1,5041.518,5077.518,7200.0,,False,10,0,14,0.027
S005-FOD-01,Q2-019,S005,5,8755.762,8791.762,14400.0,,False,6,0,8,0.028
S005-HYG-01,Q2-019,S005,2,8647.762,8683.762,18000.0,,False,4,0,6,0.035
S005-MED-01,Q2-019,S005,3,8683.762,8719.762,10800.0,10800.0,True,16,0,3,0.012
S005-WAT-01,Q2-019,S005,4,8719.762,8755.762,10800.0,10800.0,True,8,0,14,0.027
S005-WAT-02,Q2-019,S005,1,8611.762,8647.762,10800.0,,False,8,0,14,0.027
S005-WAT-03,Q2-012,S005,1,4690.395,4720.395,10800.0,,False,8,0,14,0.027
S006-FOD-01,Q2-005,S006,3,912.4,942.4,7200.0,,False,10,0,8,0.028
S006-HYG-01,Q2-019,S006,1,9518.578,9554.578,10800.0,,False,8,0,6,0.035
S006-MED-01,Q2-005,S006,2,882.4,912.4,3600.0,3600.0,True,24,0,3,0.012
S006-WAT-01,Q2-007,S006,1,2089.671,2119.671,3600.0,3600.0,True,12,0,14,0.027
S006-WAT-02,Q2-005,S006,1,852.4,882.4,3600.0,,False,12,0,14,0.027
S006-WAT-03,Q2-007,S006,2,2119.671,2149.671,3600.0,,False,12,0,14,0.027
S007-FOD-01,Q2-002,S007,1,1081.374,1111.374,7200.0,,False,10,0,8,0.028
S007-HYG-01,Q2-003,S007,1,1081.374,1111.374,10800.0,,False,8,0,6,0.035
S007-MED-01,Q2-003,S007,2,1111.374,1141.374,3600.0,3600.0,True,24,0,3,0.012
S007-WAT-01,Q2-002,S007,2,1111.374,1141.374,3600.0,3600.0,True,12,0,14,0.027
S007-WAT-02,Q2-016,S007,1,8160.833,8196.833,3600.0,,False,12,4596.8330000000005,14,0.027
S008-FOD-01,Q2-014,S008,3,5291.1,5321.1,10800.0,,False,8,0,8,0.028
S008-HYG-01,Q2-017,S008,2,7192.939,7222.939,14400.0,,False,6,0,6,0.035
S008-MED-01,Q2-014,S008,2,5261.1,5291.1,7200.0,7200.0,True,20,0,3,0.012
S008-WAT-01,Q2-014,S008,1,5231.1,5261.1,7200.0,7200.0,True,10,0,14,0.027
S008-WAT-02,Q2-017,S008,1,7162.939,7192.939,7200.0,,False,10,0,14,0.027
S009-FOD-01,Q2-018,S009,1,6992.617,7022.617,14400.0,,False,6,0,8,0.028
S009-MED-01,Q2-018,S009,2,7022.617,7052.617,10800.0,10800.0,True,16,0,3,0.012
S009-WAT-01,Q2-018,S009,3,7052.617,7082.617,10800.0,10800.0,True,8,0,14,0.027
S010-FOD-01,Q2-011,S010,2,3499.786,3529.786,7200.0,,False,10,0,8,0.028
S010-MED-01,Q2-011,S010,1,3469.786,3499.786,3600.0,3600.0,True,24,0,3,0.012
S010-WAT-01,Q2-011,S010,3,3529.786,3559.786,3600.0,3600.0,True,12,0,14,0.027
S011-FOD-01,Q2-019,S011,3,8078.457,8114.457,14400.0,,False,6,0,8,0.028
S011-MED-01,Q2-019,S011,2,8042.457,8078.457,10800.0,10800.0,True,16,0,3,0.012
S011-WAT-01,Q2-019,S011,1,8006.457,8042.457,10800.0,10800.0,True,8,0,14,0.027
S012-FOD-01,Q2-009,S012,3,2998.07,3028.07,7200.0,,False,10,0,8,0.028
S012-MED-01,Q2-009,S012,2,2968.07,2998.07,7200.0,3600.0,True,22,0,3,0.012
S012-WAT-01,Q2-009,S012,1,2938.07,2968.07,3600.0,3600.0,True,12,0,14,0.027
S013-FOD-01,Q2-008,S013,3,3583.972,3619.972,7200.0,,False,10,0,8,0.028
S013-MED-01,Q2-008,S013,2,3547.972,3583.972,3600.0,3600.0,True,24,0,3,0.012
S013-WAT-01,Q2-008,S013,1,3511.972,3547.972,3600.0,3600.0,True,12,0,14,0.027
S014-FOD-01,Q2-008,S014,3,2923.792,2959.792,7200.0,,False,10,0,8,0.028
S014-MED-01,Q2-008,S014,2,2887.792,2923.792,7200.0,3600.0,True,22,0,3,0.012
S014-WAT-01,Q2-008,S014,1,2851.792,2887.792,3600.0,3600.0,True,12,0,14,0.027
S015-FOD-01,Q2-016,S015,2,7196.017,7232.017,14400.0,,False,6,0,8,0.028
S015-MED-01,Q2-016,S015,1,7160.017,7196.017,7200.0,7200.0,True,18,0,3,0.012
S015-WAT-01,Q2-016,S015,3,7232.017,7268.017,10800.0,10800.0,True,8,0,14,0.027
