question,sortie,drone,segment,from,to,payload_kg,distance_m,climb_m,final_return,horizontal_kwh,climb_kwh,total_kwh
Q2,Q2-028,B,2,S003,O01,0.0,7263.826967765937,223.30413818359375,True,1.0376895668237054,0.05491560927341013,1.0926051760971156
Q2,Q2-029,C,1,O01,S011,67.0,2808.106412371872,167.66175537109376,False,1.4711887734563407,0.08684066396147004,1.5580294374178107
Q2,Q2-029,C,2,S011,S015,53.0,3461.755516771228,376.6306518554687,False,1.5009755030599583,0.1751270464082042,1.6761025494681625
Q2,Q2-029,C,3,S015,S005,31.0,3756.1007289987383,144.11334228515625,False,1.3282434988182217,0.05501498958695271,1.3832584884051744
Q2,Q2-029,C,4,S005,O01,0.0,5280.5933691157215,131.410888671875,True,1.6247979597279143,0.03475315252254769,1.659551112250462
Q2,Q2-030,B,1,O01,S007,8.0,4534.717374921003,384.27317504882814,False,0.6884467535405325,0.10613255202266941,0.794579305563202
Q2,Q2-030,B,2,S007,O01,0.0,4534.717374921003,163.47317504882812,True,0.6478167678458576,0.0402018031581861,0.6880185710040437
Q2,Q2-031,A,1,O01,S014,8.0,5419.5362999417475,464.2473876953125,False,1.012160664260165,0.13700289671076174,1.1491635609709268
Q2,Q2-031,A,2,S014,O01,0.0,5419.5362999417475,240.9473876953125,True,0.9755165339895145,0.06381252660800792,1.0393290605975225
Q2,Q2-032,C,1,O01,S008,6.0,8079.110448788476,245.20933227539064,False,2.5136809019150355,0.07041488088943175,2.584095782804467
Q2,Q2-032,C,2,S008,O01,0.0,8079.110448788476,102.00933227539065,True,2.4858801380887616,0.026977565703416796,2.512857703792178
Q2,Q2-033,A,1,O01,S005,14.0,5280.5933691157215,198.710888671875,False,1.0374595323928184,0.06315193034610325,1.1006114627389216
Q2,Q2-033,A,2,S005,O01,0.0,5280.5933691157215,131.410888671875,True,0.9505068064408299,0.03480287090956134,0.9853096773503912
Q2,Q2-034,A,1,O01,S011,8.0,2808.106412371872,167.66175537109376,False,0.524446132354551,0.0494782453542342,0.5739243777087851
Q2,Q2-034,A,2,S011,O01,0.0,2808.106412371872,83.26175537109376,True,0.505459154226937,0.022051050359450444,0.5275102045863874
Q2,Q2-035,B,1,O01,S006,6.0,3186.19885235084,238.39783935546876,False,0.47331464260338607,0.06403926549513382,0.5373539080985199
Q2,Q2-035,B,2,S006,O01,0.0,3186.19885235084,51.29783935546874,True,0.45517126462154855,0.012615315262536645,0.4677865798840852
Q2,Q2-036,B,1,O01,S011,3.0,2808.106412371872,167.66175537109376,False,0.40666949545548525,0.043134880565229815,0.44980437602071505
Q2,Q2-036,B,2,S011,O01,0.0,2808.106412371872,83.26175537109376,True,0.40115805891026746,0.020475975333775414,0.4216340342440429
