start,end,distance_m,terrain_max_m,cruise_altitude_m,climb_m,descent_m,clearance_m
S008,S011,5327.2205375950225,362.91650390625,412.91650390625,142.01650390625002,200.81650390625,50.0
S008,S012,7730.7311280642325,309.1531982421875,359.1531982421875,88.25319824218752,79.35319824218749,50.0
S008,S013,8055.544714856613,336.37310791015625,386.37310791015625,115.47310791015627,34.67310791015626,50.0
S008,S014,10975.508842233858,542.4922485351562,592.4922485351562,321.5922485351563,241.49224853515625,50.0
S008,S015,3929.3323094625107,660.450927734375,710.450927734375,439.550927734375,235.950927734375,50.0
S009,O01,5705.303446619009,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,50.0
S009,S001,2651.3139266678877,243.22891235351562,293.2289123535156,63.228912353515625,109.22891235351562,50.0
S009,S002,1724.5836381782458,278.2866516113281,328.2866516113281,98.28665161132812,108.78665161132812,50.0
S009,S003,8900.023983514806,544.588134765625,594.588134765625,364.588134765625,256.088134765625,50.0
S009,S004,2985.4583447541227,275.2157897949219,325.2157897949219,95.21578979492188,96.91578979492186,50.0
S009,S005,2650.844495211464,313.5632019042969,363.5632019042969,133.56320190429688,168.56320190429688,50.0
S009,S006,7669.726455069315,341.0712890625,391.0712890625,161.0712890625,76.27128906249999,50.0
S009,S007,6909.13498404727,418.3708190917969,468.3708190917969,238.37081909179688,119.87081909179688,50.0
S009,S008,5019.818775521816,338.620361328125,388.620361328125,158.620361328125,117.72036132812502,50.0
S009,S010,4564.345674766632,432.957275390625,482.957275390625,252.957275390625,131.35727539062498,50.0
S009,S011,4325.841074266331,265.66766357421875,315.66766357421875,85.66766357421875,103.56766357421876,50.0
S009,S012,2973.7180351331917,310.91961669921875,360.91961669921875,130.91961669921875,81.11961669921874,50.0
S009,S013,3211.380182761813,322.2989807128906,372.2989807128906,142.29898071289062,20.598980712890636,50.0
S009,S014,6315.671828574573,502.7727966308594,552.7727966308594,322.7727966308594,201.77279663085938,50.0
S009,S015,6364.775032059946,532.3267822265625,582.3267822265625,352.3267822265625,107.8267822265625,50.0
S010,O01,4784.6745062617865,385.63653564453125,435.63653564453125,84.03653564453123,307.93653564453126,50.0
S010,S001,3710.2964068657852,381.0796813964844,431.0796813964844,79.47968139648435,247.07968139648438,50.0
S010,S002,5917.156741090852,441.85394287109375,491.85394287109375,140.25394287109373,272.35394287109375,50.0
S010,S003,11226.030879235002,466.96417236328125,516.9641723632812,165.36417236328123,178.46417236328125,50.0
S010,S004,7545.7668833224825,432.957275390625,482.957275390625,131.35727539062498,254.657275390625,50.0
S010,S005,6362.158983477257,416.15325927734375,466.15325927734375,114.55325927734373,271.15325927734375,50.0
S010,S006,7921.5762052622495,383.2227783203125,433.2227783203125,81.62277832031248,118.42277832031249,50.0
S010,S007,8600.953063992385,386.94964599609375,436.94964599609375,85.34964599609373,88.44964599609375,50.0
S010,S008,9294.307503123071,419.0903015136719,469.0903015136719,117.49030151367185,198.1903015136719,50.0
S010,S009,4564.345674766632,432.957275390625,482.957275390625,131.35727539062498,252.957275390625,50.0
S010,S011,5874.2555516550965,387.0433349609375,437.0433349609375,85.44333496093748,224.9433349609375,50.0
S010,S012,3951.019075213486,423.1903076171875,473.1903076171875,121.59030761718748,193.3903076171875,50.0
S010,S013,1378.6901866268836,454.07037353515625,504.07037353515625,152.47037353515623,152.37037353515626,50.0
S010,S014,1753.2001641815993,487.5635681152344,537.5635681152344,185.96356811523435,186.56356811523438,50.0
S010,S015,9197.582059770937,568.3262329101562,618.3262329101562,266.7262329101562,143.82623291015625,50.0
S011,O01,2808.106412371872,245.36175537109375,295.36175537109375,83.26175537109376,167.66175537109376,50.0
S011,S001,2354.5107772214506,226.38790893554688,276.3879089355469,64.28790893554688,92.38790893554688,50.0
S011,S002,5782.491471312821,311.78533935546875,361.78533935546875,149.68533935546876,142.28533935546875,50.0
S011,S003,5357.674991345906,485.42230224609375,535.4223022460938,323.3223022460937,196.92230224609375,50.0
S011,S004,5403.918133246597,311.138916015625,361.138916015625,149.038916015625,132.838916015625,50.0
S011,S005,2802.7636017267305,297.5489196777344,347.5489196777344,135.44891967773438,152.54891967773438,50.0
S011,S006,3409.8268591147494,350.46759033203125,400.46759033203125,188.36759033203126,85.66759033203124,50.0
S011,S007,2834.4871024094664,389.17535400390625,439.17535400390625,227.07535400390626,90.67535400390625,50.0
S011,S008,5327.2205375950225,362.91650390625,412.91650390625,200.81650390625,142.01650390625002,50.0
S011,S009,4325.841074266331,265.66766357421875,315.66766357421875,103.56766357421876,85.66766357421875,50.0
S011,S010,5874.2555516550965,387.0433349609375,437.0433349609375,224.9433349609375,85.44333496093748,50.0
S011,S012,6905.034446842321,370.4505615234375,420.4505615234375,208.3505615234375,140.6505615234375,50.0
S011,S013,5234.08976253383,328.3608093261719,378.3608093261719,166.26080932617188,26.660809326171886,50.0
S011,S014,7128.155043010001,568.5668334960938,618.5668334960938,406.4668334960937,267.56683349609375,50.0
S011,S015,3461.755516771228,538.7306518554688,588.7306518554688,376.6306518554687,114.23065185546875,50.0
S012,O01,7391.140162515387,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,50.0
S012,S001,4698.611392664784,385.599609375,435.599609375,155.799609375,251.599609375,50.0
S012,S002,3072.0905890638455,358.1782531738281,408.1782531738281,128.3782531738281,188.67825317382812,50.0
S012,S003,11820.289412987078,544.5889282226562,594.5889282226562,314.78892822265624,256.08892822265625,50.0
S012,S004,5286.8273760721295,312.0069580078125,362.0069580078125,82.20695800781249,133.7069580078125,50.0
S012,S005,5624.552469240196,313.5632019042969,363.5632019042969,83.76320190429686,168.56320190429688,50.0
S012,S006,9991.00540874686,385.3490295410156,435.3490295410156,155.5490295410156,120.54902954101561,50.0
S012,S007,9665.421630344517,407.66363525390625,457.66363525390625,177.86363525390624,109.16363525390625,50.0
S012,S008,7730.7311280642325,309.1531982421875,359.1531982421875,79.35319824218749,88.25319824218752,50.0
S012,S009,2973.7180351331917,310.91961669921875,360.91961669921875,81.11961669921874,130.91961669921875,50.0
S012,S010,3951.019075213486,423.1903076171875,473.1903076171875,193.3903076171875,121.59030761718748,50.0
S012,S011,6905.034446842321,370.4505615234375,420.4505615234375,140.6505615234375,208.3505615234375,50.0
S012,S013,2855.3381723583707,386.5263671875,436.5263671875,156.7263671875,84.82636718750001,50.0
S012,S014,5454.829145664104,481.1858215332031,531.1858215332031,251.3858215332031,180.18582153320312,50.0
S012,S015,9320.587718504818,534.7462158203125,584.7462158203125,304.9462158203125,110.2462158203125,50.0
S013,O01,4849.536854548781,349.18182373046875,399.18182373046875,47.48182373046876,271.48182373046876,50.0
S013,S001,2899.330449684421,328.3608093261719,378.3608093261719,26.660809326171886,194.36080932617188,50.0
S013,S002,4540.229317505124,327.2103271484375,377.2103271484375,25.51032714843751,157.7103271484375,50.0
S013,S003,10559.663023062196,505.94439697265625,555.9443969726562,204.24439697265626,217.44439697265625,50.0
S013,S004,6196.834199747346,322.2989807128906,372.2989807128906,20.598980712890636,143.9989807128906,50.0
S013,S005,5215.452718960246,324.4444580078125,374.4444580078125,22.74445800781251,179.4444580078125,50.0
S013,S006,7783.246213584943,344.1709289550781,394.1709289550781,42.470928955078136,79.37092895507811,50.0
S013,S007,8056.279598578932,382.5381164550781,432.5381164550781,80.83811645507814,84.03811645507812,50.0
S013,S008,8055.544714856613,336.37310791015625,386.37310791015625,34.67310791015626,115.47310791015627,50.0
S013,S009,3211.380182761813,322.2989807128906,372.2989807128906,20.598980712890636,142.29898071289062,50.0
S013,S010,1378.6901866268836,454.07037353515625,504.07037353515625,152.37037353515626,152.47037353515623,50.0
S013,S011,5234.08976253383,328.3608093261719,378.3608093261719,26.660809326171886,166.26080932617188,50.0
S013,S012,2855.3381723583707,386.5263671875,436.5263671875,84.82636718750001,156.7263671875,50.0
S013,S014,3127.4329177558398,483.26031494140625,533.2603149414062,181.56031494140626,182.26031494140625,50.0
S013,S015,8350.811075889993,529.7706298828125,579.7706298828125,228.0706298828125,105.2706298828125,50.0
S014,O01,5419.5362999417475,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,50.0
S014,S001,5196.473098058807,550.0504150390625,600.0504150390625,249.0504150390625,416.0504150390625,50.0
S014,S002,7654.791491973555,457.5832214355469,507.5832214355469,156.58322143554688,288.0832214355469,50.0
S014,S003,12386.88471069269,542.7295532226562,592.7295532226562,241.72955322265625,254.22955322265625,50.0
S014,S004,9294.319073004002,505.3861083984375,555.3861083984375,204.3861083984375,327.0861083984375,50.0
S014,S005,7996.206910845727,552.8875122070312,602.8875122070312,251.88751220703125,407.88751220703125,50.0
S014,S006,8596.657308335378,556.662109375,606.662109375,255.662109375,291.862109375,50.0
S014,S007,9684.640719404892,530.8557739257812,580.8557739257812,229.85577392578125,232.35577392578125,50.0
S014,S008,10975.508842233858,542.4922485351562,592.4922485351562,241.49224853515625,321.5922485351563,50.0
S014,S009,6315.671828574573,502.7727966308594,552.7727966308594,201.77279663085938,322.7727966308594,50.0
S014,S010,1753.2001641815993,487.5635681152344,537.5635681152344,186.56356811523438,185.96356811523435,50.0
S014,S011,7128.155043010001,568.5668334960938,618.5668334960938,267.56683349609375,406.4668334960937,50.0
S014,S012,5454.829145664104,481.1858215332031,531.1858215332031,180.18582153320312,251.3858215332031,50.0
S014,S013,3127.4329177558398,483.26031494140625,533.2603149414062,182.26031494140625,181.56031494140626,50.0
S014,S015,10557.270162790164,578.795166015625,628.795166015625,277.795166015625,154.295166015625,50.0
S015,O01,6009.764892220415,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,50.0
S015,S001,5501.2796629594595,547.315185546875,597.315185546875,122.815185546875,413.315185546875,50.0
S015,S002,7166.819354963631,593.7526245117188,643.7526245117188,169.25262451171875,424.25262451171875,50.0
S015,S003,2616.9607414636503,437.89886474609375,487.89886474609375,13.39886474609375,149.39886474609375,50.0
S015,S004,5649.854646912052,641.2510375976562,691.2510375976562,216.75103759765625,462.95103759765624,50.0
S015,S005,3756.1007289987383,568.6133422851562,618.6133422851562,144.11334228515625,423.61334228515625,50.0
S015,S006,4684.467491284072,601.2601318359375,651.2601318359375,176.7601318359375,336.4601318359375,50.0
S015,S007,2219.350975741213,452.918212890625,502.918212890625,28.418212890625,154.418212890625,50.0
S015,S008,3929.3323094625107,660.450927734375,710.450927734375,235.950927734375,439.550927734375,50.0
S015,S009,6364.775032059946,532.3267822265625,582.3267822265625,107.8267822265625,352.3267822265625,50.0
S015,S010,9197.582059770937,568.3262329101562,618.3262329101562,143.82623291015625,266.7262329101562,50.0
S015,S011,3461.755516771228,538.7306518554688,588.7306518554688,114.23065185546875,376.6306518554687,50.0
S015,S012,9320.587718504818,534.7462158203125,584.7462158203125,110.2462158203125,304.9462158203125,50.0
S015,S013,8350.811075889993,529.7706298828125,579.7706298828125,105.2706298828125,228.0706298828125,50.0
S015,S014,10557.270162790164,578.795166015625,628.795166015625,154.295166015625,277.795166015625,50.0
