sortie,segment,from,to,payload_kg,volume_m3,distance_m,cruise_altitude_m,climb_m,descent_m,start_s,end_s,flight_s,energy_kwh
Q2-014,2,S014,O01,0.0,0.0,5419.5362999417475,591.9473876953125,240.9473876953125,464.2473876953125,3306.461,4024.104,717.642775971708,1.0393290605975225
Q2-015,1,O01,S001,73.0,0.147,3054.0236075149764,273.0566101074219,145.3566101074219,89.05661010742188,2599.846,2906.119,306.27252293101145,1.8494595036721861
Q2-015,2,S001,O01,0.0,0.0,3054.0236075149764,273.0566101074219,89.05661010742188,145.3566101074219,3302.119,3614.022,311.90252293101145,0.9632516377796227
Q2-016,1,O01,S013,11.0,0.04,4849.536854548781,399.18182373046875,271.48182373046876,47.48182373046876,2485.812,2999.427,513.6147419480756,1.0102274940822797
Q2-016,2,S013,O01,0.0,0.0,4849.536854548781,399.18182373046875,47.48182373046876,271.48182373046876,3209.427,3737.976,528.5480752814088,0.8854917240456509
Q2-017,1,O01,S007,25.0,0.067,4534.717374921003,511.9731750488281,384.27317504882814,163.47317504882812,2864.543,3360.338,495.79482003054085,1.0920369520011712
Q2-017,2,S007,S003,11.0,0.04,2734.6883251703875,410.6993408203125,62.1993408203125,72.1993408203125,3540.338,3772.264,231.92540494625501,0.44963794903474524
Q2-017,3,S003,O01,0.0,0.0,7263.826967765937,561.8041381835938,223.30413818359375,434.10413818359376,3982.264,4714.596,732.3314991856978,1.0926051760971156
Q2-018,1,O01,S015,8.0,0.028,6009.764892220415,571.7992553710938,444.09925537109376,97.29925537109375,3188.382,3876.149,687.7665282905034,1.2534496657655383
Q2-018,2,S015,O01,0.0,0.0,6009.764892220415,571.7992553710938,97.29925537109375,444.09925537109376,4056.149,4767.036,710.8865282905033,1.1075264236505795
Q2-019,1,O01,S004,8.0,0.028,7714.681646286507,398.2391662597656,270.53916625976564,169.9391662597656,3410.871,4211.917,801.0455257810371,1.5206435678488872
Q2-019,2,S004,O01,0.0,0.0,7714.681646286507,398.2391662597656,169.9391662597656,270.53916625976564,4391.917,5199.67,807.7521924477038,1.4336493995476565
Q2-020,1,O01,S004,37.0,0.101,7714.681646286507,398.2391662597656,270.53916625976564,169.9391662597656,4034.022,4741.52,707.4973593862229,2.967168593723042
Q2-020,2,S004,O01,0.0,0.0,7714.681646286507,398.2391662597656,169.9391662597656,270.53916625976564,5065.52,5783.078,717.5573593862229,2.4186906067831635
Q2-021,1,O01,S003,20.0,0.062,7263.826967765937,561.8041381835938,434.10413818359376,223.30413818359375,4169.475,4887.754,718.2781658523645,1.4930265573128925
Q2-021,2,S003,O01,0.0,0.0,7263.826967765937,561.8041381835938,223.30413818359375,434.10413818359376,5097.754,5830.086,732.3314991856978,1.0926051760971156
Q2-022,1,O01,S008,6.0,0.035,8079.110448788476,372.9093322753906,245.20933227539064,102.00933227539065,4229.352,5025.152,795.7993810676594,1.5597676345458449
Q2-022,2,S008,O01,0.0,0.0,8079.110448788476,372.9093322753906,102.00933227539065,245.20933227539064,5205.152,6010.499,805.3460477343261,1.4812560409999396
Q2-023,1,O01,S003,14.0,0.027,7263.826967765937,561.8041381835938,434.10413818359376,223.30413818359375,4354.104,5193.446,839.3419486484636,1.5650602464850354
Q2-023,2,S003,O01,0.0,0.0,7263.826967765937,561.8041381835938,223.30413818359375,434.10413818359376,5373.446,6226.842,853.3952819817969,1.3666287411076952
Q2-024,1,O01,S011,56.0,0.133,2808.106412371872,295.36175537109375,167.66175537109376,83.26175537109376,5086.833,5382.736,295.90267399210916,1.341881380090254
Q2-024,2,S011,S003,39.0,0.094,5357.674991345906,535.4223022460938,323.3223022460937,196.92230224609375,5634.736,6219.705,584.968404777878,2.1516738549089798
Q2-024,3,S003,S015,17.0,0.039,2616.9607414636503,487.89886474609375,149.39886474609375,13.39886474609375,6471.705,6712.629,240.9230277023944,0.89917548300833
Q2-024,4,S015,O01,0.0,0.0,6009.764892220415,571.7992553710938,97.29925537109375,444.09925537109376,6964.629,7626.25,661.6203226486788,1.8748903589363446
Q2-025,1,O01,S008,14.0,0.027,8079.110448788476,372.9093322753906,245.20933227539064,102.00933227539065,5115.629,5911.429,795.7993810676594,1.6652038133562126
Q2-025,2,S008,O01,0.0,0.0,8079.110448788476,372.9093322753906,102.00933227539065,245.20933227539064,6091.429,6896.776,805.3460477343261,1.4812560409999396
Q2-026,1,O01,S003,14.0,0.027,7263.826967765937,561.8041381835938,434.10413818359376,223.30413818359375,5529.67,6369.012,839.3419486484636,1.5650602464850354
Q2-026,2,S003,O01,0.0,0.0,7263.826967765937,561.8041381835938,223.30413818359375,434.10413818359376,6549.012,7402.408,853.3952819817969,1.3666287411076952
Q2-027,1,O01,S008,25.0,0.067,8079.110448788476,372.9093322753906,245.20933227539064,102.00933227539065,6131.371,6792.519,661.1475402545182,1.7959618045128665
Q2-027,2,S008,O01,0.0,0.0,8079.110448788476,372.9093322753906,102.00933227539065,245.20933227539064,7032.519,7703.214,670.6942069211849,1.1792450700293666
Q2-028,1,O01,S005,45.0,0.129,5280.5933691157215,326.410888671875,198.710888671875,131.410888671875,6233.078,6730.308,497.22935774573557,2.1887652490147715
Q2-028,2,S005,O01,0.0,0.0,5280.5933691157215,326.410888671875,131.410888671875,198.710888671875,7090.308,7594.268,503.9593577457356,1.659551112250462
Q2-029,1,O01,S009,25.0,0.067,5705.303446619009,293.2289123535156,165.52891235351564,63.228912353515625,6220.086,6680.908,460.8214321671787,1.2656726124570024
Q2-029,2,S009,O01,0.0,0.0,5705.303446619009,293.2289123535156,63.228912353515625,165.52891235351564,6920.908,7388.55,467.6414321671788,0.8305927892803324
Q2-030,1,O01,S007,8.0,0.028,4534.717374921003,511.9731750488281,384.27317504882814,163.47317504882812,6340.499,6911.873,571.3734429458909,0.9603124700135788
Q2-030,2,S007,O01,0.0,0.0,4534.717374921003,511.9731750488281,163.47317504882812,384.27317504882814,7091.873,7677.967,586.093442945891,0.8595433770407502
Q2-031,1,O01,S011,8.0,0.028,2808.106412371872,295.36175537109375,167.66175537109376,83.26175537109376,6883.133,7206.334,323.2008216364581,0.5739243777087851
Q2-031,2,S011,O01,0.0,0.0,2808.106412371872,295.36175537109375,83.26175537109376,167.66175537109376,7386.334,7715.162,328.82748830312477,0.5275102045863874
