sortie,from,to,phase,start_s,end_s,box
Q2-003,O01,S008,下降,1010.3498073443619,1051.1535402545182,
Q2-003,O01,S008,毫秒保守裕量,1051.1535402545182,1051.154,
Q2-003,S008,S008,基础交接,1051.154,1201.154,
Q2-003,S008,S008,逐箱交接,1201.154,1231.154,S008-WAT-01
Q2-003,S008,S008,逐箱交接,1231.154,1261.154,S008-MED-01
Q2-003,S008,S008,逐箱交接,1261.154,1291.154,S008-FOD-01
Q2-003,S008,O01,爬升,1291.154,1325.1571107584637,
Q2-003,S008,O01,巡航,1325.1571107584637,1863.7644740110286,
Q2-003,S008,O01,下降,1863.7644740110286,1961.8482069211848,
Q2-003,S008,O01,毫秒保守裕量,1961.8482069211848,1961.849,
Q2-004,O01,S002,爬升,516.016,588.5177016601563,
Q2-004,O01,S002,巡航,588.5177016601563,1082.6199559370818,
Q2-004,O01,S002,下降,1082.6199559370818,1127.3470830122772,
Q2-004,O01,S002,毫秒保守裕量,1127.3470830122772,1127.348,
Q2-004,S002,S002,基础交接,1127.348,1307.348,
Q2-004,S002,S002,逐箱交接,1307.348,1343.348,S002-WAT-02
Q2-004,S002,S002,逐箱交接,1343.348,1379.348,S002-FOD-02
Q2-004,S002,S002,逐箱交接,1379.348,1415.348,S002-HYG-01
Q2-004,S002,S002,逐箱交接,1415.348,1451.348,S002-MED-01
Q2-004,S002,S002,逐箱交接,1451.348,1487.348,S002-WAT-01
Q2-004,S002,S002,逐箱交接,1487.348,1523.348,S002-FOD-01
Q2-004,S002,O01,爬升,1523.348,1559.1297016601561,
Q2-004,S002,O01,巡航,1559.1297016601561,2053.2319559370817,
Q2-004,S002,O01,下降,2053.2319559370817,2143.859083012277,
Q2-004,S002,O01,毫秒保守裕量,2143.859083012277,2143.86,
Q2-005,O01,S013,爬升,2046.315,2154.9077294921876,
Q2-005,O01,S013,巡航,2154.9077294921876,2478.2101864621063,
Q2-005,O01,S013,下降,2478.2101864621063,2501.951098327341,
Q2-005,O01,S013,毫秒保守裕量,2501.951098327341,2501.952,
Q2-005,S013,S013,基础交接,2501.952,2681.952,
Q2-005,S013,S013,逐箱交接,2681.952,2717.952,S013-FOD-01
Q2-005,S013,S013,逐箱交接,2717.952,2753.952,S013-MED-01
Q2-005,S013,S013,逐箱交接,2753.952,2789.952,S013-WAT-01
Q2-005,S013,S014,爬升,2789.952,2862.5761259765627,
Q2-005,S013,S014,巡航,2862.5761259765627,3071.071653826952,
Q2-005,S013,S014,下降,3071.071653826952,3162.2018112976552,
Q2-005,S013,S014,毫秒保守裕量,3162.2018112976552,3162.202,
Q2-005,S014,S014,基础交接,3162.202,3342.202,
Q2-005,S014,S014,逐箱交接,3342.202,3378.202,S014-FOD-01
Q2-005,S014,S014,逐箱交接,3378.202,3414.202,S014-MED-01
Q2-005,S014,S014,逐箱交接,3414.202,3450.202,S014-WAT-01
Q2-005,S014,O01,爬升,3450.202,3546.580955078125,
Q2-005,S014,O01,巡航,3546.580955078125,3907.8833750742415,
Q2-005,S014,O01,下降,3907.8833750742415,4140.007068921897,
Q2-005,S014,O01,毫秒保守裕量,4140.007068921897,4140.008,
Q2-006,O01,S012,爬升,1966.31,2061.510331624349,
Q2-006,O01,S012,巡航,2061.510331624349,2554.253009125375,
Q2-006,O01,S012,下降,2554.253009125375,2607.6534070745934,
Q2-006,O01,S012,毫秒保守裕量,2607.6534070745934,2607.654,
Q2-006,S012,S012,基础交接,2607.654,2757.654,
Q2-006,S012,S012,逐箱交接,2757.654,2787.654,S012-WAT-01
Q2-006,S012,S012,逐箱交接,2787.654,2817.654,S012-FOD-01
Q2-006,S012,S012,逐箱交接,2817.654,2847.654,S012-MED-01
Q2-006,S012,O01,爬升,2847.654,2892.1543316243487,
Q2-006,S012,O01,巡航,2892.1543316243487,3384.8970091253746,
Q2-006,S012,O01,下降,3384.8970091253746,3499.1374070745933,
Q2-006,S012,O01,毫秒保守裕量,3499.1374070745933,3499.138,
Q2-007,O01,S007,爬升,2683.86,2837.5692700195314,
Q2-007,O01,S007,巡航,2837.5692700195314,3139.8837616809315,
Q2-007,O01,S007,下降,3139.8837616809315,3221.6203492053455,
Q2-007,O01,S007,毫秒保守裕量,3221.6203492053455,3221.621,
Q2-007,S007,S007,基础交接,3221.621,3401.621,
Q2-007,S007,S007,逐箱交接,3401.621,3437.621,S007-FOD-01
Q2-007,S007,S007,逐箱交接,3437.621,3473.621,S007-HYG-01
Q2-007,S007,S007,逐箱交接,3473.621,3509.621,S007-MED-01
Q2-007,S007,S007,逐箱交接,3509.621,3545.621,S007-WAT-01
Q2-007,S007,S007,逐箱交接,3545.621,3581.621,S007-WAT-02
Q2-007,S007,S011,爬升,3581.621,3617.8911416015626,
Q2-007,S007,S011,巡航,3617.8911416015626,3806.8569484288605,
Q2-007,S007,S011,下降,3806.8569484288605,3920.3946254308134,
Q2-007,S007,S011,毫秒保守裕量,3920.3946254308134,3920.395,
Q2-007,S011,S011,基础交接,3920.395,4100.395,
Q2-007,S011,S011,逐箱交接,4100.395,4136.395,S011-FOD-01
Q2-007,S011,S011,逐箱交接,4136.395,4172.395,S011-MED-01
Q2-007,S011,S011,逐箱交接,4172.395,4208.395,S011-WAT-01
Q2-007,S011,O01,爬升,4208.395,4241.699702148438,
Q2-007,S011,O01,巡航,4241.699702148438,4428.906796306563,
Q2-007,S011,O01,下降,4428.906796306563,4512.737673992109,
Q2-007,S011,O01,毫秒保守裕量,4512.737673992109,4512.738,
Q2-008,O01,S001,爬升,2882.456,2930.9082033691407,
Q2-008,O01,S001,巡航,2930.9082033691407,3134.5097772034724,
Q2-008,O01,S001,下降,3134.5097772034724,3170.132421246441,
Q2-008,O01,S001,毫秒保守裕量,3170.132421246441,3170.133,
Q2-008,S001,S001,基础交接,3170.133,3320.133,
Q2-008,S001,S001,逐箱交接,3320.133,3350.133,S001-MED-01
Q2-008,S001,S001,逐箱交接,3350.133,3380.133,S001-MED-02
Q2-008,S001,S001,逐箱交接,3380.133,3410.133,S001-WAT-01
Q2-008,S001,O01,爬升,3410.133,3439.818536702474,
Q2-008,S001,O01,巡航,3439.818536702474,3643.4201105368056,
Q2-008,S001,O01,下降,3643.4201105368056,3701.5627545797743,
Q2-008,S001,O01,毫秒保守裕量,3701.5627545797743,3701.563,
Q2-009,O01,S005,爬升,3889.138,3955.374962890625,
Q2-009,O01,S005,巡航,3955.374962890625,4307.414520831673,
Q2-009,O01,S005,下降,4307.414520831673,4359.9788763004235,
Q2-009,O01,S005,毫秒保守裕量,4359.9788763004235,4359.979,
Q2-009,S005,S005,基础交接,4359.979,4509.979,
Q2-009,S005,S005,逐箱交接,4509.979,4539.979,S005-WAT-03
Q2-009,S005,S004,爬升,4539.979,4596.9145265299485,
Q2-009,S005,S004,巡航,4596.9145265299485,4770.800829960016,
Q2-009,S005,S004,下降,4770.800829960016,4825.803461795954,
Q2-009,S005,S004,毫秒保守裕量,4825.803461795954,4825.804,
Q2-009,S004,S004,基础交接,4825.804,4975.804,
Q2-009,S004,S004,逐箱交接,4975.804,5005.804,S004-MED-01
Q2-009,S004,S004,逐箱交接,5005.804,5035.804,S004-FOD-01
Q2-009,S004,O01,爬升,5035.804,5092.4503887532555,
Q2-009,S004,O01,巡航,5092.4503887532555,5606.762498505689,
Q2-009,S004,O01,下降,5606.762498505689,5714.978165009596,
Q2-009,S004,O01,毫秒保守裕量,5714.978165009596,5714.979,
Q2-010,O01,S004,爬升,4359.948,4450.127722086589,
Q2-010,O01,S004,巡航,4450.127722086589,4964.439831839022,
Q2-010,O01,S004,下降,4964.439831839022,5032.415498342928,
Q2-010,O01,S004,毫秒保守裕量,5032.415498342928,5032.416,
Q2-010,S004,S004,基础交接,5032.416,5182.416,
Q2-010,S004,S004,逐箱交接,5182.416,5212.416,S004-HYG-01
Q2-010,S004,S004,逐箱交接,5212.416,5242.416,S004-WAT-01
Q2-010,S004,O01,爬升,5242.416,5299.062388753256,
Q2-010,S004,O01,巡航,5299.062388753256,5813.374498505689,
Q2-010,S004,O01,下降,5813.374498505689,5921.590165009596,
Q2-010,S004,O01,毫秒保守裕量,5921.590165009596,5921.591,
Q2-011,O01,S003,爬升,4650.008,4823.649655273437,
Q2-011,O01,S003,巡航,4823.649655273437,5307.904786457832,
Q2-011,O01,S003,下降,5307.904786457832,5419.556855549629,
Q2-011,O01,S003,毫秒保守裕量,5419.556855549629,5419.557,
Q2-011,S003,S003,基础交接,5419.557,5599.557,
Q2-011,S003,S003,逐箱交接,5599.557,5635.557,S003-WAT-01
Q2-011,S003,S003,逐箱交接,5635.557,5671.557,S003-FOD-02
Q2-011,S003,S003,逐箱交接,5671.557,5707.557,S003-HYG-01
Q2-011,S003,S003,逐箱交接,5707.557,5743.557,S003-WAT-02
Q2-011,S003,S003,逐箱交接,5743.557,5779.557,S003-FOD-01
Q2-011,S003,S003,逐箱交接,5779.557,5815.557,S003-WAT-04
Q2-011,S003,S003,逐箱交接,5815.557,5851.557,S003-MED-01
Q2-011,S003,O01,爬升,5851.557,5940.878655273437,
Q2-011,S003,O01,巡航,5940.878655273437,6425.133786457833,
Q2-011,S003,O01,下降,6425.133786457833,6642.185855549629,
Q2-011,S003,O01,毫秒保守裕量,6642.185855549629,6642.186,
Q2-012,O01,S001,爬升,4962.738,5020.880644042969,
Q2-012,O01,S001,巡航,5020.880644042969,5224.482217877301,
Q2-012,O01,S001,下降,5224.482217877301,5269.010522931012,
Q2-012,O01,S001,毫秒保守裕量,5269.010522931012,5269.011,
Q2-012,S001,S001,基础交接,5269.011,5449.011,
Q2-012,S001,S001,逐箱交接,5449.011,5485.011,S001-FOD-03
Q2-012,S001,S001,逐箱交接,5485.011,5521.011,S001-WAT-02
Q2-012,S001,S001,逐箱交接,5521.011,5557.011,S001-WAT-03
Q2-012,S001,S001,逐箱交接,5557.011,5593.011,S001-WAT-07
Q2-012,S001,S001,逐箱交接,5593.011,5629.011,S001-WAT-08
Q2-012,S001,O01,爬升,5629.011,5664.6336440429695,
Q2-012,S001,O01,巡航,5664.6336440429695,5868.235217877302,
Q2-012,S001,O01,下降,5868.235217877302,5940.913522931012,
Q2-012,S001,O01,毫秒保守裕量,5940.913522931012,5940.914,
Q2-013,O01,S015,爬升,6104.979,6253.012085123698,
Q2-013,O01,S015,巡航,6253.012085123698,6653.663077938392,
Q2-013,O01,S015,下降,6653.663077938392,6692.58278008683,
Q2-013,O01,S015,毫秒保守裕量,6692.58278008683,6692.583,
Q2-013,S015,S015,基础交接,6692.583,6842.583,
Q2-013,S015,S015,逐箱交接,6842.583,6872.583,S015-FOD-01
Q2-013,S015,S015,逐箱交接,6872.583,6902.583,S015-MED-01
Q2-013,S015,S015,逐箱交接,6902.583,6932.583,S015-WAT-01
Q2-013,S015,O01,爬升,6932.583,6965.016085123698,
Q2-013,S015,O01,巡航,6965.016085123698,7365.667077938392,
Q2-013,S015,O01,下降,7365.667077938392,7543.306780086829,
Q2-013,S015,O01,毫秒保守裕量,7543.306780086829,7543.307,
Q2-014,O01,S002,爬升,6311.59,6372.008084716797,
Q2-014,O01,S002,巡航,6372.008084716797,6866.110338993723,
Q2-014,O01,S002,下降,6866.110338993723,6901.89204065388,
Q2-014,O01,S002,毫秒保守裕量,6901.89204065388,6901.893,
Q2-014,S002,S002,基础交接,6901.893,7051.893,
Q2-014,S002,S002,逐箱交接,7051.893,7081.893,S002-WAT-03
Q2-014,S002,S002,逐箱交接,7081.893,7111.893,S002-WAT-04
Q2-014,S002,O01,爬升,7111.893,7141.711084716797,
Q2-014,S002,O01,巡航,7141.711084716797,7635.813338993723,
Q2-014,S002,O01,下降,7635.813338993723,7708.315040653879,
Q2-014,S002,O01,毫秒保守裕量,7708.315040653879,7708.316,
Q2-015,O01,S005,爬升,6871.543,6951.02735546875,
Q2-015,O01,S005,巡航,6951.02735546875,7303.066913409798,
Q2-015,O01,S005,下降,7303.066913409798,7368.7723577457355,
Q2-015,O01,S005,毫秒保守裕量,7368.7723577457355,7368.773,
Q2-015,S005,S005,基础交接,7368.773,7548.773,
Q2-015,S005,S005,逐箱交接,7548.773,7584.773,S005-FOD-01
Q2-015,S005,S005,逐箱交接,7584.773,7620.773,S005-HYG-01
Q2-015,S005,S005,逐箱交接,7620.773,7656.773,S005-MED-01
Q2-015,S005,S005,逐箱交接,7656.773,7692.773,S005-WAT-01
Q2-015,S005,S005,逐箱交接,7692.773,7728.773,S005-WAT-02
Q2-015,S005,S009,爬升,7728.773,7796.198280761719,
Q2-015,S005,S009,巡航,7796.198280761719,7972.92124710915,
Q2-015,S005,S009,下降,7972.92124710915,8039.702848061298,
Q2-015,S005,S009,毫秒保守裕量,8039.702848061298,8039.703,
Q2-015,S009,S009,基础交接,8039.703,8219.703000000001,
Q2-015,S009,S009,逐箱交接,8219.703,8255.703,S009-FOD-01
Q2-015,S009,S009,逐箱交接,8255.703,8291.703,S009-MED-01
Q2-015,S009,S009,逐箱交接,8291.703,8327.703,S009-WAT-01
Q2-015,S009,O01,爬升,8327.703,8352.994564941406,
Q2-015,S009,O01,巡航,8352.994564941406,8733.34812804934,
Q2-015,S009,O01,下降,8733.34812804934,8816.112584226097,
Q2-015,S009,O01,毫秒保守裕量,8816.112584226097,8816.113,
Q2-016,O01,S001,爬升,7152.186,7210.328644042968,
Q2-016,O01,S001,巡航,7210.328644042968,7413.9302178773005,
Q2-016,O01,S001,下降,7413.9302178773005,7458.458522931011,
Q2-016,O01,S001,毫秒保守裕量,7458.458522931011,7458.459,
Q2-016,S001,S001,基础交接,7458.459,7638.459,
Q2-016,S001,S001,逐箱交接,7638.459,7674.459,S001-FOD-01
Q2-016,S001,S001,逐箱交接,7674.459,7710.459,S001-FOD-02
Q2-016,S001,S001,逐箱交接,7710.459,7746.459,S001-HYG-01
Q2-016,S001,S001,逐箱交接,7746.459,7782.459,S001-HYG-02
Q2-016,S001,S001,逐箱交接,7782.459,7818.459,S001-WAT-04
Q2-016,S001,S001,逐箱交接,7818.459,7854.459,S001-WAT-05
Q2-016,S001,S001,逐箱交接,7854.459,7890.459,S001-WAT-06
Q2-016,S001,O01,爬升,7890.459,7926.081644042969,
Q2-016,S001,O01,巡航,7926.081644042969,8129.683217877301,
Q2-016,S001,O01,下降,8129.683217877301,8202.361522931013,
Q2-016,S001,O01,毫秒保守裕量,8202.361522931013,8202.362,
Q2-017,O01,S003,爬升,7921.405,8066.106379394531,
Q2-017,O01,S003,巡航,8066.106379394531,8550.361510578927,
Q2-017,O01,S003,下降,8550.361510578927,8639.683165852364,
Q2-017,O01,S003,毫秒保守裕量,8639.683165852364,8639.684,
Q2-017,S003,S003,基础交接,8639.684,8789.684,
Q2-017,S003,S003,逐箱交接,8789.684,8819.684,S003-WAT-03
Q2-017,S003,O01,爬升,8819.684,8894.118712727864,
Q2-017,S003,O01,巡航,8894.118712727864,9378.37384391226,
Q2-017,S003,O01,下降,9378.37384391226,9552.015499185698,
Q2-017,S003,O01,毫秒保守裕量,9552.015499185698,9552.016,
Q2-018,O01,S004,爬升,8104.53,8194.709722086589,
Q2-018,O01,S004,巡航,8194.709722086589,8709.021831839023,
Q2-018,O01,S004,下降,8709.021831839023,8776.99749834293,
Q2-018,O01,S004,毫秒保守裕量,8776.99749834293,8776.998,
Q2-018,S004,S004,基础交接,8776.998,8926.998,
Q2-018,S004,S004,逐箱交接,8926.998,8956.998,S004-WAT-02
Q2-018,S004,S004,逐箱交接,8956.998,8986.998,S004-WAT-03
Q2-018,S004,O01,爬升,8986.998,9043.644388753255,
Q2-018,S004,O01,巡航,9043.644388753255,9557.95649850569,
Q2-018,S004,O01,下降,9557.95649850569,9666.172165009595,
Q2-018,S004,O01,毫秒保守裕量,9666.172165009595,9666.173,
Q2-019,O01,S008,爬升,9912.016,9993.752444091797,
Q2-019,O01,S008,巡航,9993.752444091797,10532.359807344363,
Q2-019,O01,S008,下降,10532.359807344363,10573.16354025452,
Q2-019,O01,S008,毫秒保守裕量,10573.16354025452,10573.164,
Q2-019,S008,S008,基础交接,10573.164,10723.164,
Q2-019,S008,S008,逐箱交接,10723.164,10753.164,S008-HYG-01
Q2-019,S008,S008,逐箱交接,10753.164,10783.164,S008-WAT-02
Q2-019,S008,O01,爬升,10783.164,10817.167110758464,
Q2-019,S008,O01,巡航,10817.167110758464,11355.77447401103,
Q2-019,S008,O01,下降,11355.77447401103,11453.858206921186,
Q2-019,S008,O01,毫秒保守裕量,11453.858206921186,11453.859,
